year,month,day,hour,Node1,Node2
2016,1,6,19,508.4,73.9
2016,1,6,20,510.3,74.1
2016,1,6,21,521.3,75.8
2016,1,6,22,486.7,70.8
2016,1,6,23,447.7,65
2016,1,6,24,424.4,61.7
2016,1,7,1,401.8,58.4
2016,1,7,2,390.9,56.8
2016,1,7,3,375.7,54.6
2016,1,7,4,367.3,53.3
2016,1,7,5,365.6,53.1
2016,1,7,6,375.3,54.5
2016,1,7,7,449.8,65.4
2016,1,7,8,536.4,78
2016,1,7,9,580.6,84.4
2016,1,7,10,581.2,84.5
2016,1,7,11,554.2,80.5
2016,1,7,12,531.9,77.3
2016,1,7,13,578.7,84.1
2016,1,7,14,600.2,87.2
2016,1,7,15,575.5,83.6
2016,1,7,16,546.4,79.5
2016,1,7,17,496.6,72.1
2016,1,7,18,478.3,69.5
2016,1,7,19,508.4,73.9
2016,1,7,20,510.3,74.1
2016,1,7,21,521.3,75.8
2016,1,7,22,486.7,70.8
2016,1,7,23,447.7,65
2016,1,7,24,424.4,61.7
2016,1,8,1,401.8,58.4
2016,1,8,2,390.9,56.8
2016,1,8,3,375.7,54.6
2016,1,8,4,367.3,53.3
2016,1,8,5,365.6,53.1
2016,1,8,6,375.3,54.5
2016,1,8,7,449.8,65.4
2016,1,8,8,536.4,78
2016,1,8,9,580.6,84.4
2016,1,8,10,581.2,84.5
2016,1,8,11,554.2,80.5
2016,1,8,12,531.9,77.3
2016,1,8,13,578.7,84.1
2016,1,8,14,600.2,87.2
2016,1,8,15,575.5,83.6
2016,1,8,16,546.4,79.5
2016,1,8,17,496.6,72.1
2016,1,8,18,478.3,69.5
2016,1,8,19,508.4,73.9
2016,1,8,20,510.3,74.1
2016,1,8,21,521.3,75.8
2016,1,8,22,486.7,70.8
2016,1,8,23,447.7,65
2016,1,8,24,424.4,61.7
2016,1,9,1,361.6,52.5
2016,1,9,2,351.7,51.2
2016,1,9,3,338.2,49.2
2016,1,9,4,330.5,48
2016,1,9,5,329.1,47.8
2016,1,9,6,337.7,49.1
2016,1,9,7,404.8,58.8
2016,1,9,8,482.8,70.2
2016,1,9,9,522.5,75.9
2016,1,9,10,523.2,76
2016,1,9,11,498.7,72.5
2016,1,9,12,478.7,69.5
2016,1,9,13,520.9,75.7
2016,1,9,14,540.2,78.5
2016,1,9,15,517.9,75.3
2016,1,9,16,491.8,71.5
2016,1,9,17,446.9,64.9
2016,1,9,18,430.5,62.5
2016,1,9,19,457.6,66.5
2016,1,9,20,459.3,66.7
2016,1,9,21,469.1,68.2
2016,1,9,22,438.1,63.7
2016,1,9,23,402.9,58.6
2016,1,9,24,382,55.5
2016,1,10,1,361.6,52.5
2016,1,10,2,351.7,51.2
2016,1,10,3,338.2,49.2
2016,1,10,4,330.5,48
2016,1,10,5,329.1,47.8
2016,1,10,6,337.7,49.1
2016,1,10,7,404.8,58.8
2016,1,10,8,482.8,70.2
2016,1,10,9,522.5,75.9
2016,1,10,10,523.2,76
2016,1,10,11,498.7,72.5
2016,1,10,12,478.7,69.5
2016,1,10,13,520.9,75.7
2016,1,10,14,540.2,78.5
2016,1,10,15,517.9,75.3
2016,1,10,16,491.8,71.5
2016,1,10,17,446.9,64.9
2016,1,10,18,430.5,62.5
2016,1,10,19,457.6,66.5
2016,1,10,20,459.3,66.7
2016,1,10,21,469.1,68.2
2016,1,10,22,438.1,63.7
2016,1,10,23,402.9,58.6
2016,1,10,24,382,55.5
2016,1,11,1,401.8,58.4
2016,1,11,2,390.9,56.8
2016,1,11,3,375.7,54.6
2016,1,11,4,367.3,53.3
2016,1,11,5,365.6,53.1
2016,1,11,6,375.3,54.5
2016,1,11,7,449.8,65.4
2016,1,11,8,536.4,78
2016,1,11,9,580.6,84.4
2016,1,11,10,581.2,84.5
2016,1,11,11,554.2,80.5
2016,1,11,12,531.9,77.3
2016,1,11,13,578.7,84.1
2016,1,11,14,600.2,87.2
2016,1,11,15,575.5,83.6
2016,1,11,16,546.4,79.5
2016,1,11,17,496.6,72.1
2016,1,11,18,478.3,69.5
2016,1,11,19,508.4,73.9
2016,1,11,20,510.3,74.1
2016,1,11,21,521.3,75.8
2016,1,11,22,486.7,70.8
2016,1,11,23,447.7,65
2016,1,11,24,424.4,61.7
2016,1,12,1,401.8,58.4
2016,1,12,2,390.9,56.8
2016,1,12,3,375.7,54.6
2016,1,12,4,367.3,53.3
2016,1,12,5,365.6,53.1
2016,1,12,6,375.3,54.5
2016,1,12,7,449.8,65.4
2016,1,12,8,536.4,78
2016,1,12,9,580.6,84.4
2016,1,12,10,581.2,84.5
2016,1,12,11,554.2,80.5
2016,1,12,12,531.9,77.3
2016,1,12,13,578.7,84.1
2016,1,12,14,600.2,87.2
2016,1,12,15,575.5,83.6
2016,1,12,16,546.4,79.5
2016,1,12,17,496.6,72.1
2016,1,12,18,478.3,69.5
2016,1,12,19,508.4,73.9
2016,1,12,20,510.3,74.1
2016,1,12,21,521.3,75.8
2016,1,12,22,486.7,70.8
2016,1,12,23,447.7,65
2016,1,12,24,424.4,61.7
2016,1,13,1,401.8,58.4
2016,1,13,2,390.9,56.8
2016,1,13,3,375.7,54.6
2016,1,13,4,367.3,53.3
2016,1,13,5,365.6,53.1
2016,1,13,6,375.3,54.5
2016,1,13,7,449.8,65.4
2016,1,13,8,536.4,78
2016,1,13,9,580.6,84.4
2016,1,13,10,581.2,84.5
2016,1,13,11,554.2,80.5
2016,1,13,12,531.9,77.3
2016,1,13,13,578.7,84.1
2016,1,13,14,600.2,87.2
2016,1,13,15,575.5,83.6
2016,1,13,16,546.4,79.5
2016,1,13,17,496.6,72.1
2016,1,13,18,478.3,69.5
2016,1,13,19,508.4,73.9
2016,1,13,20,510.3,74.1
2016,1,13,21,521.3,75.8
2016,1,13,22,486.7,70.8
2016,1,13,23,447.7,65
2016,1,13,24,424.4,61.7
2016,1,14,1,401.8,58.4
2016,1,14,2,390.9,56.8
2016,1,14,3,375.7,54.6
2016,1,14,4,367.3,53.3
2016,1,14,5,365.6,53.1
2016,1,14,6,375.3,54.5
2016,1,14,7,449.8,65.4
2016,1,14,8,536.4,78
2016,1,14,9,580.6,84.4
2016,1,14,10,581.2,84.5
2016,1,14,11,554.2,80.5
2016,1,14,12,531.9,77.3
2016,1,14,13,578.7,84.1
2016,1,14,14,600.2,87.2
2016,1,14,15,575.5,83.6
2016,1,14,16,546.4,79.5
2016,1,14,17,496.6,72.1
2016,1,14,18,478.3,69.5
2016,1,14,19,508.4,73.9
2016,1,14,20,510.3,74.1
2016,1,14,21,521.3,75.8
2016,1,14,22,486.7,70.8
2016,1,14,23,447.7,65
2016,1,14,24,424.4,61.7
2016,1,15,1,401.8,58.4
2016,1,15,2,390.9,56.8
2016,1,15,3,375.7,54.6
2016,1,15,4,367.3,53.3
2016,1,15,5,365.6,53.1
2016,1,15,6,375.3,54.5
2016,1,15,7,449.8,65.4
2016,1,15,8,536.4,78
2016,1,15,9,580.6,84.4
2016,1,15,10,581.2,84.5
2016,1,15,11,554.2,80.5
2016,1,15,12,531.9,77.3
2016,1,15,13,578.7,84.1
2016,1,15,14,600.2,87.2
2016,1,15,15,575.5,83.6
2016,1,15,16,546.4,79.5
2016,1,15,17,496.6,72.1
2016,1,15,18,478.3,69.5
2016,1,15,19,508.4,73.9
2016,1,15,20,510.3,74.1
2016,1,15,21,521.3,75.8
2016,1,15,22,486.7,70.8
2016,1,15,23,447.7,65
2016,1,15,24,424.4,61.7
2016,1,16,1,361.6,52.5
2016,1,16,2,351.7,51.2
2016,1,16,3,338.2,49.2
2016,1,16,4,330.5,48
2016,1,16,5,329.1,47.8
2016,1,16,6,337.7,49.1
2016,1,16,7,404.8,58.8
2016,1,16,8,482.8,70.2
2016,1,16,9,522.5,75.9
2016,1,16,10,523.2,76
2016,1,16,11,498.7,72.5
2016,1,16,12,478.7,69.5
2016,1,16,13,520.9,75.7
2016,1,16,14,540.2,78.5
2016,1,16,15,517.9,75.3
2016,1,16,16,491.8,71.5
2016,1,16,17,446.9,64.9
2016,1,16,18,430.5,62.5
2016,1,16,19,457.6,66.5
2016,1,16,20,459.3,66.7
2016,1,16,21,469.1,68.2
2016,1,16,22,438.1,63.7
2016,1,16,23,402.9,58.6
2016,1,16,24,382,55.5
2016,1,17,1,361.6,52.5
2016,1,17,2,351.7,51.2
2016,1,17,3,338.2,49.2
2016,1,17,4,330.5,48
2016,1,17,5,329.1,47.8
2016,1,17,6,337.7,49.1
2016,1,17,7,404.8,58.8
2016,1,17,8,482.8,70.2
2016,1,17,9,522.5,75.9
2016,1,17,10,523.2,76
2016,1,17,11,498.7,72.5
2016,1,17,12,478.7,69.5
2016,1,17,13,520.9,75.7
2016,1,17,14,540.2,78.5
2016,1,17,15,517.9,75.3
2016,1,17,16,491.8,71.5
2016,1,17,17,446.9,64.9
2016,1,17,18,430.5,62.5
2016,1,17,19,457.6,66.5
2016,1,17,20,459.3,66.7
2016,1,17,21,469.1,68.2
2016,1,17,22,438.1,63.7
2016,1,17,23,402.9,58.6
2016,1,17,24,382,55.5
2016,1,18,1,401.8,58.4
2016,1,18,2,390.9,56.8
2016,1,18,3,375.7,54.6
2016,1,18,4,367.3,53.3
2016,1,18,5,365.6,53.1
2016,1,18,6,375.3,54.5
2016,1,18,7,449.8,65.4
2016,1,18,8,536.4,78
2016,1,18,9,580.6,84.4
2016,1,18,10,581.2,84.5
2016,1,18,11,554.2,80.5
2016,1,18,12,531.9,77.3
2016,1,18,13,578.7,84.1
2016,1,18,14,600.2,87.2
2016,1,18,15,575.5,83.6
2016,1,18,16,546.4,79.5
2016,1,18,17,496.6,72.1
2016,1,18,18,478.3,69.5
2016,1,18,19,508.4,73.9
2016,1,18,20,510.3,74.1
2016,1,18,21,521.3,75.8
2016,1,18,22,486.7,70.8
2016,1,18,23,447.7,65
2016,1,18,24,424.4,61.7
2016,1,19,1,401.8,58.4
2016,1,19,2,390.9,56.8
2016,1,19,3,375.7,54.6
2016,1,19,4,367.3,53.3
2016,1,19,5,365.6,53.1
2016,1,19,6,375.3,54.5
2016,1,19,7,449.8,65.4
2016,1,19,8,536.4,78
2016,1,19,9,580.6,84.4
2016,1,19,10,581.2,84.5
2016,1,19,11,554.2,80.5
2016,1,19,12,531.9,77.3
2016,1,19,13,578.7,84.1
2016,1,19,14,600.2,87.2
2016,1,19,15,575.5,83.6
2016,1,19,16,546.4,79.5
2016,1,19,17,496.6,72.1
2016,1,19,18,478.3,69.5
2016,1,19,19,508.4,73.9
2016,1,19,20,510.3,74.1
2016,1,19,21,521.3,75.8
2016,1,19,22,486.7,70.8
2016,1,19,23,447.7,65
2016,1,19,24,424.4,61.7
2016,1,20,1,401.8,58.4
2016,1,20,2,390.9,56.8
2016,1,20,3,375.7,54.6
2016,1,20,4,367.3,53.3
2016,1,20,5,365.6,53.1
2016,1,20,6,375.3,54.5
2016,1,20,7,449.8,65.4
2016,1,20,8,536.4,78
2016,1,20,9,580.6,84.4
2016,1,20,10,581.2,84.5
2016,1,20,11,554.2,80.5
2016,1,20,12,531.9,77.3
2016,1,20,13,578.7,84.1
2016,1,20,14,600.2,87.2
2016,1,20,15,575.5,83.6
2016,1,20,16,546.4,79.5
2016,1,20,17,496.6,72.1
2016,1,20,18,478.3,69.5
2016,1,20,19,508.4,73.9
2016,1,20,20,510.3,74.1
2016,1,20,21,521.3,75.8
2016,1,20,22,486.7,70.8
2016,1,20,23,447.7,65
2016,1,20,24,424.4,61.7
2016,1,21,1,401.8,58.4
2016,1,21,2,390.9,56.8
2016,1,21,3,375.7,54.6
2016,1,21,4,367.3,53.3
2016,1,21,5,365.6,53.1
2016,1,21,6,375.3,54.5
2016,1,21,7,449.8,65.4
2016,1,21,8,536.4,78
2016,1,21,9,580.6,84.4
2016,1,21,10,581.2,84.5
2016,1,21,11,554.2,80.5
2016,1,21,12,531.9,77.3
2016,1,21,13,578.7,84.1
2016,1,21,14,600.2,87.2
2016,1,21,15,575.5,83.6
2016,1,21,16,546.4,79.5
2016,1,21,17,496.6,72.1
2016,1,21,18,478.3,69.5
2016,1,21,19,508.4,73.9
2016,1,21,20,510.3,74.1
2016,1,21,21,521.3,75.8
2016,1,21,22,486.7,70.8
2016,1,21,23,447.7,65
2016,1,21,24,424.4,61.7
2016,1,22,1,401.8,58.4
2016,1,22,2,390.9,56.8
2016,1,22,3,375.7,54.6
2016,1,22,4,367.3,53.3
2016,1,22,5,365.6,53.1
2016,1,22,6,375.3,54.5
2016,1,22,7,449.8,65.4
2016,1,22,8,536.4,78
2016,1,22,9,580.6,84.4
2016,1,22,10,581.2,84.5
2016,1,22,11,554.2,80.5
2016,1,22,12,531.9,77.3
2016,1,22,13,578.7,84.1
2016,1,22,14,600.2,87.2
2016,1,22,15,575.5,83.6
2016,1,22,16,546.4,79.5
2016,1,22,17,496.6,72.1
2016,1,22,18,478.3,69.5
2016,1,22,19,508.4,73.9
2016,1,22,20,510.3,74.1
2016,1,22,21,521.3,75.8
2016,1,22,22,486.7,70.8
2016,1,22,23,447.7,65
2016,1,22,24,424.4,61.7
2016,1,23,1,361.6,52.5
2016,1,23,2,351.7,51.2
2016,1,23,3,338.2,49.2
2016,1,23,4,330.5,48
2016,1,23,5,329.1,47.8
2016,1,23,6,337.7,49.1
2016,1,23,7,404.8,58.8
2016,1,23,8,482.8,70.2
2016,1,23,9,522.5,75.9
2016,1,23,10,523.2,76
2016,1,23,11,498.7,72.5
2016,1,23,12,478.7,69.5
2016,1,23,13,520.9,75.7
2016,1,23,14,540.2,78.5
2016,1,23,15,517.9,75.3
2016,1,23,16,491.8,71.5
2016,1,23,17,446.9,64.9
2016,1,23,18,430.5,62.5
2016,1,23,19,457.6,66.5
2016,1,23,20,459.3,66.7
2016,1,23,21,469.1,68.2
2016,1,23,22,438.1,63.7
2016,1,23,23,402.9,58.6
2016,1,23,24,382,55.5
2016,1,24,1,361.6,52.5
2016,1,24,2,351.7,51.2
2016,1,24,3,338.2,49.2
2016,1,24,4,330.5,48
2016,1,24,5,329.1,47.8
2016,1,24,6,337.7,49.1
2016,1,24,7,404.8,58.8
2016,1,24,8,482.8,70.2
2016,1,24,9,522.5,75.9
2016,1,24,10,523.2,76
2016,1,24,11,498.7,72.5
2016,1,24,12,478.7,69.5
2016,1,24,13,520.9,75.7
2016,1,24,14,540.2,78.5
2016,1,24,15,517.9,75.3
2016,1,24,16,491.8,71.5
2016,1,24,17,446.9,64.9
2016,1,24,18,430.5,62.5
2016,1,24,19,457.6,66.5
2016,1,24,20,459.3,66.7
2016,1,24,21,469.1,68.2
2016,1,24,22,438.1,63.7
2016,1,24,23,402.9,58.6
2016,1,24,24,382,55.5
2016,1,25,1,401.8,58.4
2016,1,25,2,390.9,56.8
2016,1,25,3,375.7,54.6
2016,1,25,4,367.3,53.3
2016,1,25,5,365.6,53.1
2016,1,25,6,375.3,54.5
2016,1,25,7,449.8,65.4
2016,1,25,8,536.4,78
2016,1,25,9,580.6,84.4
2016,1,25,10,581.2,84.5
2016,1,25,11,554.2,80.5
2016,1,25,12,531.9,77.3
2016,1,25,13,578.7,84.1
2016,1,25,14,600.2,87.2
2016,1,25,15,575.5,83.6
2016,1,25,16,546.4,79.5
2016,1,25,17,496.6,72.1
2016,1,25,18,478.3,69.5
2016,1,25,19,508.4,73.9
2016,1,25,20,510.3,74.1
2016,1,25,21,521.3,75.8
2016,1,25,22,486.7,70.8
2016,1,25,23,447.7,65
2016,1,25,24,424.4,61.7
2016,1,26,1,401.8,58.4
2016,1,26,2,390.9,56.8
2016,1,26,3,375.7,54.6
2016,1,26,4,367.3,53.3
2016,1,26,5,365.6,53.1
2016,1,26,6,375.3,54.5
2016,1,26,7,449.8,65.4
2016,1,26,8,536.4,78
2016,1,26,9,580.6,84.4
2016,1,26,10,581.2,84.5
2016,1,26,11,554.2,80.5
2016,1,26,12,531.9,77.3
2016,1,26,13,578.7,84.1
2016,1,26,14,600.2,87.2
2016,1,26,15,575.5,83.6
2016,1,26,16,546.4,79.5
2016,1,26,17,496.6,72.1
2016,1,26,18,478.3,69.5
2016,1,26,19,508.4,73.9
2016,1,26,20,510.3,74.1
2016,1,26,21,521.3,75.8
2016,1,26,22,486.7,70.8
2016,1,26,23,447.7,65
2016,1,26,24,424.4,61.7
2016,1,27,1,401.8,58.4
2016,1,27,2,390.9,56.8
2016,1,27,3,375.7,54.6
2016,1,27,4,367.3,53.3
2016,1,27,5,365.6,53.1
2016,1,27,6,375.3,54.5
2016,1,27,7,449.8,65.4
2016,1,27,8,536.4,78
2016,1,27,9,580.6,84.4
2016,1,27,10,581.2,84.5
2016,1,27,11,554.2,80.5
2016,1,27,12,531.9,77.3
2016,1,27,13,578.7,84.1
2016,1,27,14,600.2,87.2
2016,1,27,15,575.5,83.6
2016,1,27,16,546.4,79.5
2016,1,27,17,496.6,72.1
2016,1,27,18,478.3,69.5
2016,1,27,19,508.4,73.9
2016,1,27,20,510.3,74.1
2016,1,27,21,521.3,75.8
2016,1,27,22,486.7,70.8
2016,1,27,23,447.7,65
2016,1,27,24,424.4,61.7
2016,1,28,1,401.8,58.4
2016,1,28,2,390.9,56.8
2016,1,28,3,375.7,54.6
2016,1,28,4,367.3,53.3
2016,1,28,5,365.6,53.1
2016,1,28,6,375.3,54.5
2016,1,28,7,449.8,65.4
2016,1,28,8,536.4,78
2016,1,28,9,580.6,84.4
2016,1,28,10,581.2,84.5
2016,1,28,11,554.2,80.5
2016,1,28,12,531.9,77.3
2016,1,28,13,578.7,84.1
2016,1,28,14,600.2,87.2
2016,1,28,15,575.5,83.6
2016,1,28,16,546.4,79.5
2016,1,28,17,496.6,72.1
2016,1,28,18,478.3,69.5
2016,1,28,19,508.4,73.9
2016,1,28,20,510.3,74.1
2016,1,28,21,521.3,75.8
2016,1,28,22,486.7,70.8
2016,1,28,23,447.7,65
2016,1,28,24,424.4,61.7
2016,1,29,1,401.8,58.4
2016,1,29,2,390.9,56.8
2016,1,29,3,375.7,54.6
2016,1,29,4,367.3,53.3
2016,1,29,5,365.6,53.1
2016,1,29,6,375.3,54.5
2016,1,29,7,449.8,65.4
2016,1,29,8,536.4,78
2016,1,29,9,580.6,84.4
2016,1,29,10,581.2,84.5
2016,1,29,11,554.2,80.5
2016,1,29,12,531.9,77.3
2016,1,29,13,578.7,84.1
2016,1,29,14,600.2,87.2
2016,1,29,15,575.5,83.6
2016,1,29,16,546.4,79.5
2016,1,29,17,496.6,72.1
2016,1,29,18,478.3,69.5
2016,1,29,19,508.4,73.9
2016,1,29,20,510.3,74.1
2016,1,29,21,521.3,75.8
2016,1,29,22,486.7,70.8
2016,1,29,23,447.7,65
2016,1,29,24,424.4,61.7
2016,1,30,1,361.6,52.5
2016,1,30,2,351.7,51.2
2016,1,30,3,338.2,49.2
2016,1,30,4,330.5,48
2016,1,30,5,329.1,47.8
2016,1,30,6,337.7,49.1
2016,1,30,7,404.8,58.8
2016,1,30,8,482.8,70.2
2016,1,30,9,522.5,75.9
2016,1,30,10,523.2,76
2016,1,30,11,498.7,72.5
2016,1,30,12,478.7,69.5
2016,1,30,13,520.9,75.7
2016,1,30,14,540.2,78.5
2016,1,30,15,517.9,75.3
2016,1,30,16,491.8,71.5
2016,1,30,17,446.9,64.9
2016,1,30,18,430.5,62.5
2016,1,30,19,457.6,66.5
2016,1,30,20,459.3,66.7
2016,1,30,21,469.1,68.2
2016,1,30,22,438.1,63.7
2016,1,30,23,402.9,58.6
2016,1,30,24,382,55.5
2016,1,31,1,361.6,52.5
2016,1,31,2,351.7,51.2
2016,1,31,3,338.2,49.2
2016,1,31,4,330.5,48
2016,1,31,5,329.1,47.8
2016,1,31,6,337.7,49.1
2016,1,31,7,404.8,58.8
2016,1,31,8,482.8,70.2
2016,1,31,9,522.5,75.9
2016,1,31,10,523.2,76
2016,1,31,11,498.7,72.5
2016,1,31,12,478.7,69.5
2016,1,31,13,520.9,75.7
2016,1,31,14,540.2,78.5
2016,1,31,15,517.9,75.3
2016,1,31,16,491.8,71.5
2016,1,31,17,446.9,64.9
2016,1,31,18,430.5,62.5
2016,1,31,19,457.6,66.5
2016,1,31,20,459.3,66.7
2016,1,31,21,469.1,68.2
2016,1,31,22,438.1,63.7
2016,1,31,23,402.9,58.6
2016,1,31,24,382,55.5
2016,2,1,1,398.5,57.9
2016,2,1,2,387.6,56.4
2016,2,1,3,372.7,54.2
2016,2,1,4,364.3,52.9
2016,2,1,5,362.6,52.7
2016,2,1,6,372.2,54.1
2016,2,1,7,446,64.8
2016,2,1,8,532,77.4
2016,2,1,9,575.8,83.6
2016,2,1,10,576.4,83.7
2016,2,1,11,549.6,79.9
2016,2,1,12,527.5,76.6
2016,2,1,13,574,83.4
2016,2,1,14,595.2,86.5
2016,2,1,15,570.8,82.9
2016,2,1,16,542,78.7
2016,2,1,17,492.6,71.6
2016,2,1,18,474.3,68.9
2016,2,1,19,504.3,73.3
2016,2,1,20,506,73.5
2016,2,1,21,516.9,75.2
2016,2,1,22,482.8,70.2
2016,2,1,23,444,64.5
2016,2,1,24,421,61.2
2016,2,2,1,398.5,57.9
2016,2,2,2,387.6,56.4
2016,2,2,3,372.7,54.2
2016,2,2,4,364.3,52.9
2016,2,2,5,362.6,52.7
2016,2,2,6,372.2,54.1
2016,2,2,7,446,64.8
2016,2,2,8,532,77.4
2016,2,2,9,575.8,83.6
2016,2,2,10,576.4,83.7
2016,2,2,11,549.6,79.9
2016,2,2,12,527.5,76.6
2016,2,2,13,574,83.4
2016,2,2,14,595.2,86.5
2016,2,2,15,570.8,82.9
2016,2,2,16,542,78.7
2016,2,2,17,492.6,71.6
2016,2,2,18,474.3,68.9
2016,2,2,19,504.3,73.3
2016,2,2,20,506,73.5
2016,2,2,21,516.9,75.2
2016,2,2,22,482.8,70.2
2016,2,2,23,444,64.5
2016,2,2,24,421,61.2
2016,2,3,1,398.5,57.9
2016,2,3,2,387.6,56.4
2016,2,3,3,372.7,54.2
2016,2,3,4,364.3,52.9
2016,2,3,5,362.6,52.7
2016,2,3,6,372.2,54.1
2016,2,3,7,446,64.8
2016,2,3,8,532,77.4
2016,2,3,9,575.8,83.6
2016,2,3,10,576.4,83.7
2016,2,3,11,549.6,79.9
2016,2,3,12,527.5,76.6
2016,2,3,13,574,83.4
2016,2,3,14,595.2,86.5
2016,2,3,15,570.8,82.9
2016,2,3,16,542,78.7
2016,2,3,17,492.6,71.6
2016,2,3,18,474.3,68.9
2016,2,3,19,504.3,73.3
2016,2,3,20,506,73.5
2016,2,3,21,516.9,75.2
2016,2,3,22,482.8,70.2
2016,2,3,23,444,64.5
2016,2,3,24,421,61.2
2016,2,4,1,398.5,57.9
2016,2,4,2,387.6,56.4
2016,2,4,3,372.7,54.2
2016,2,4,4,364.3,52.9
2016,2,4,5,362.6,52.7
2016,2,4,6,372.2,54.1
2016,2,4,7,446,64.8
2016,2,4,8,532,77.4
2016,2,4,9,575.8,83.6
2016,2,4,10,576.4,83.7
2016,2,4,11,549.6,79.9
2016,2,4,12,527.5,76.6
2016,2,4,13,574,83.4
2016,2,4,14,595.2,86.5
2016,2,4,15,570.8,82.9
2016,2,4,16,542,78.7
