Sukhothai,SakonNakhon,Salokbat,Phrae,PranBuri,ThatPhanom,Pangnga2,ChonBuri3,NakhonPhanom,Thalan2,Ubon2,LopBuri2,NakhonNayok,NakhonChaisi,Pattani
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
6.96,9.84,32.4,12,3.6,11.28,5.04,4.32,12.96,25.44,39.6,48.72,10.56,77.52,6.48
6.24,8.64,28.8,10.8,3.12,10.08,4.56,3.84,11.52,22.56,35.28,43.2,9.36,68.88,5.76
5.52,7.68,25.2,9.36,2.64,8.88,4.08,3.36,10.08,19.68,30.72,37.92,8.16,60.24,5.04
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,2.16,7.2,2.64,0.72,2.64,1.2,0.96,2.88,5.76,8.88,10.8,2.4,17.28,1.44
2.4,3.36,10.8,4.08,1.2,3.84,1.68,1.44,4.32,8.4,13.2,16.32,3.6,25.92,2.16
3.12,4.32,14.4,5.28,1.68,5.04,2.4,1.92,5.76,11.28,17.52,21.6,4.8,34.56,2.88
3.84,5.52,18,6.72,1.92,6.24,2.88,2.4,7.2,14.16,22.08,27.12,6,42.96,3.6
4.8,6.48,21.6,8.16,2.4,7.68,3.36,2.88,8.64,17.04,26.4,32.4,7.2,51.6,4.32
