year,month,day,hour,Node1,Node2,Buyer
2016,1,4,17,248.3,36.05,9.8325
2016,1,4,18,239.15,34.75,9.8325
2016,1,4,19,254.2,36.95,9.8325
2016,1,4,20,255.15,37.05,9.8325
2016,1,4,21,260.65,37.9,9.8325
2016,1,4,22,243.35,35.4,9.8325
2016,1,4,23,223.85,32.5,9.8325
2016,1,4,24,212.2,30.85,9.8325
2016,1,5,1,200.9,29.2,9.234
2016,1,5,2,195.45,28.4,9.234
2016,1,5,3,187.85,27.3,9.234
2016,1,5,4,183.65,26.65,9.234
2016,1,5,5,182.8,26.55,9.234
2016,1,5,6,187.65,27.25,9.234
2016,1,5,7,224.9,32.7,9.234
2016,1,5,8,268.2,39,9.234
2016,1,5,9,290.3,42.2,9.234
2016,1,5,10,290.6,42.25,9.234
2016,1,5,11,277.1,40.25,9.234
2016,1,5,12,265.95,38.65,9.234
2016,1,5,13,289.35,42.05,9.234
2016,1,5,14,300.1,43.6,9.234
2016,1,5,15,287.75,41.8,9.234
2016,1,5,16,273.2,39.75,9.234
2016,1,5,17,248.3,36.05,9.234
2016,1,5,18,239.15,34.75,9.234
2016,1,5,19,254.2,36.95,9.234
2016,1,5,20,255.15,37.05,9.234
2016,1,5,21,260.65,37.9,9.234
2016,1,5,22,243.35,35.4,9.234
2016,1,5,23,223.85,32.5,9.234
2016,1,5,24,212.2,30.85,9.234
2016,1,6,1,200.9,29.2,9.0675
2016,1,6,2,195.45,28.4,9.0675
2016,1,6,3,187.85,27.3,9.0675
2016,1,6,4,183.65,26.65,9.0675
2016,1,6,5,182.8,26.55,9.0675
2016,1,6,6,187.65,27.25,9.0675
2016,1,6,7,224.9,32.7,9.0675
2016,1,6,8,268.2,39,9.0675
2016,1,6,9,290.3,42.2,9.0675
2016,1,6,10,290.6,42.25,9.0675
2016,1,6,11,277.1,40.25,9.0675
2016,1,6,12,265.95,38.65,9.0675
2016,1,6,13,289.35,42.05,9.0675
2016,1,6,14,300.1,43.6,9.0675
2016,1,6,15,287.75,41.8,9.0675
2016,1,6,16,273.2,39.75,9.0675
2016,1,6,17,248.3,36.05,9.0675
2016,1,6,18,239.15,34.75,9.0675
2016,1,6,19,254.2,36.95,9.0675
2016,1,6,20,255.15,37.05,9.0675
2016,1,6,21,260.65,37.9,9.0675
2016,1,6,22,243.35,35.4,9.0675
2016,1,6,23,223.85,32.5,9.0675
2016,1,6,24,212.2,30.85,9.0675
2016,1,7,1,200.9,29.2,8.9055
2016,1,7,2,195.45,28.4,8.9055
2016,1,7,3,187.85,27.3,8.9055
2016,1,7,4,183.65,26.65,8.9055
2016,1,7,5,182.8,26.55,8.9055
2016,1,7,6,187.65,27.25,8.9055
2016,1,7,7,224.9,32.7,8.9055
2016,1,7,8,268.2,39,8.9055
2016,1,7,9,290.3,42.2,8.9055
2016,1,7,10,290.6,42.25,8.9055
2016,1,7,11,277.1,40.25,8.9055
2016,1,7,12,265.95,38.65,8.9055
2016,1,7,13,289.35,42.05,8.9055
2016,1,7,14,300.1,43.6,8.9055
2016,1,7,15,287.75,41.8,8.9055
2016,1,7,16,273.2,39.75,8.9055
2016,1,7,17,248.3,36.05,8.9055
2016,1,7,18,239.15,34.75,8.9055
2016,1,7,19,254.2,36.95,8.9055
2016,1,7,20,255.15,37.05,8.9055
2016,1,7,21,260.65,37.9,8.9055
2016,1,7,22,243.35,35.4,8.9055
2016,1,7,23,223.85,32.5,8.9055
2016,1,7,24,212.2,30.85,8.9055
2016,1,8,1,200.9,29.2,8.748
2016,1,8,2,195.45,28.4,8.748
2016,1,8,3,187.85,27.3,8.748
2016,1,8,4,183.65,26.65,8.748
2016,1,8,5,182.8,26.55,8.748
2016,1,8,6,187.65,27.25,8.748
2016,1,8,7,224.9,32.7,8.748
2016,1,8,8,268.2,39,8.748
2016,1,8,9,290.3,42.2,8.748
2016,1,8,10,290.6,42.25,8.748
2016,1,8,11,277.1,40.25,8.748
2016,1,8,12,265.95,38.65,8.748
2016,1,8,13,289.35,42.05,8.748
2016,1,8,14,300.1,43.6,8.748
2016,1,8,15,287.75,41.8,8.748
2016,1,8,16,273.2,39.75,8.748
2016,1,8,17,248.3,36.05,8.748
2016,1,8,18,239.15,34.75,8.748
2016,1,8,19,254.2,36.95,8.748
2016,1,8,20,255.15,37.05,8.748
2016,1,8,21,260.65,37.9,8.748
2016,1,8,22,243.35,35.4,8.748
2016,1,8,23,223.85,32.5,8.748
2016,1,8,24,212.2,30.85,8.748
2016,1,9,1,180.8,26.25,8.5995
2016,1,9,2,175.85,25.6,8.5995
2016,1,9,3,169.1,24.6,8.5995
2016,1,9,4,165.25,24,8.5995
2016,1,9,5,164.55,23.9,8.5995
2016,1,9,6,168.85,24.55,8.5995
2016,1,9,7,202.4,29.4,8.5995
2016,1,9,8,241.4,35.1,8.5995
2016,1,9,9,261.25,37.95,8.5995
2016,1,9,10,261.6,38,8.5995
2016,1,9,11,249.35,36.25,8.5995
2016,1,9,12,239.35,34.75,8.5995
2016,1,9,13,260.45,37.85,8.5995
2016,1,9,14,270.1,39.25,8.5995
2016,1,9,15,258.95,37.65,8.5995
2016,1,9,16,245.9,35.75,8.5995
2016,1,9,17,223.45,32.45,8.5995
2016,1,9,18,215.25,31.25,8.5995
2016,1,9,19,228.8,33.25,8.5995
2016,1,9,20,229.65,33.35,8.5995
2016,1,9,21,234.55,34.1,8.5995
2016,1,9,22,219.05,31.85,8.5995
2016,1,9,23,201.45,29.3,8.5995
2016,1,9,24,191,27.75,8.5995
2016,1,10,1,180.8,26.25,8.4555
2016,1,10,2,175.85,25.6,8.4555
2016,1,10,3,169.1,24.6,8.4555
2016,1,10,4,165.25,24,8.4555
2016,1,10,5,164.55,23.9,8.4555
2016,1,10,6,168.85,24.55,8.4555
2016,1,10,7,202.4,29.4,8.4555
2016,1,10,8,241.4,35.1,8.4555
2016,1,10,9,261.25,37.95,8.4555
2016,1,10,10,261.6,38,8.4555
2016,1,10,11,249.35,36.25,8.4555
2016,1,10,12,239.35,34.75,8.4555
2016,1,10,13,260.45,37.85,8.4555
2016,1,10,14,270.1,39.25,8.4555
2016,1,10,15,258.95,37.65,8.4555
2016,1,10,16,245.9,35.75,8.4555
2016,1,10,17,223.45,32.45,8.4555
2016,1,10,18,215.25,31.25,8.4555
2016,1,10,19,228.8,33.25,8.4555
2016,1,10,20,229.65,33.35,8.4555
2016,1,10,21,234.55,34.1,8.4555
2016,1,10,22,219.05,31.85,8.4555
2016,1,10,23,201.45,29.3,8.4555
2016,1,10,24,191,27.75,8.4555
2016,1,11,1,200.9,29.2,8.316
2016,1,11,2,195.45,28.4,8.316
2016,1,11,3,187.85,27.3,8.316
2016,1,11,4,183.65,26.65,8.316
2016,1,11,5,182.8,26.55,8.316
2016,1,11,6,187.65,27.25,8.316
2016,1,11,7,224.9,32.7,8.316
2016,1,11,8,268.2,39,8.316
2016,1,11,9,290.3,42.2,8.316
2016,1,11,10,290.6,42.25,8.316
2016,1,11,11,277.1,40.25,8.316
2016,1,11,12,265.95,38.65,8.316
2016,1,11,13,289.35,42.05,8.316
2016,1,11,14,300.1,43.6,8.316
2016,1,11,15,287.75,41.8,8.316
2016,1,11,16,273.2,39.75,8.316
2016,1,11,17,248.3,36.05,8.316
2016,1,11,18,239.15,34.75,8.316
2016,1,11,19,254.2,36.95,8.316
2016,1,11,20,255.15,37.05,8.316
2016,1,11,21,260.65,37.9,8.316
2016,1,11,22,243.35,35.4,8.316
2016,1,11,23,223.85,32.5,8.316
2016,1,11,24,212.2,30.85,8.316
2016,1,12,1,200.9,29.2,8.1765
2016,1,12,2,195.45,28.4,8.1765
2016,1,12,3,187.85,27.3,8.1765
2016,1,12,4,183.65,26.65,8.1765
2016,1,12,5,182.8,26.55,8.1765
2016,1,12,6,187.65,27.25,8.1765
2016,1,12,7,224.9,32.7,8.1765
2016,1,12,8,268.2,39,8.1765
2016,1,12,9,290.3,42.2,8.1765
2016,1,12,10,290.6,42.25,8.1765
2016,1,12,11,277.1,40.25,8.1765
2016,1,12,12,265.95,38.65,8.1765
2016,1,12,13,289.35,42.05,8.1765
2016,1,12,14,300.1,43.6,8.1765
2016,1,12,15,287.75,41.8,8.1765
2016,1,12,16,273.2,39.75,8.1765
2016,1,12,17,248.3,36.05,8.1765
2016,1,12,18,239.15,34.75,8.1765
2016,1,12,19,254.2,36.95,8.1765
2016,1,12,20,255.15,37.05,8.1765
2016,1,12,21,260.65,37.9,8.1765
2016,1,12,22,243.35,35.4,8.1765
2016,1,12,23,223.85,32.5,8.1765
2016,1,12,24,212.2,30.85,8.1765
2016,1,13,1,200.9,29.2,8.046
2016,1,13,2,195.45,28.4,8.046
2016,1,13,3,187.85,27.3,8.046
2016,1,13,4,183.65,26.65,8.046
2016,1,13,5,182.8,26.55,8.046
2016,1,13,6,187.65,27.25,8.046
2016,1,13,7,224.9,32.7,8.046
2016,1,13,8,268.2,39,8.046
2016,1,13,9,290.3,42.2,8.046
2016,1,13,10,290.6,42.25,8.046
2016,1,13,11,277.1,40.25,8.046
2016,1,13,12,265.95,38.65,8.046
2016,1,13,13,289.35,42.05,8.046
2016,1,13,14,300.1,43.6,8.046
2016,1,13,15,287.75,41.8,8.046
2016,1,13,16,273.2,39.75,8.046
2016,1,13,17,248.3,36.05,8.046
2016,1,13,18,239.15,34.75,8.046
2016,1,13,19,254.2,36.95,8.046
2016,1,13,20,255.15,37.05,8.046
2016,1,13,21,260.65,37.9,8.046
2016,1,13,22,243.35,35.4,8.046
2016,1,13,23,223.85,32.5,8.046
2016,1,13,24,212.2,30.85,8.046
2016,1,14,1,200.9,29.2,7.92
2016,1,14,2,195.45,28.4,7.92
2016,1,14,3,187.85,27.3,7.92
2016,1,14,4,183.65,26.65,7.92
2016,1,14,5,182.8,26.55,7.92
2016,1,14,6,187.65,27.25,7.92
2016,1,14,7,224.9,32.7,7.92
2016,1,14,8,268.2,39,7.92
2016,1,14,9,290.3,42.2,7.92
2016,1,14,10,290.6,42.25,7.92
2016,1,14,11,277.1,40.25,7.92
2016,1,14,12,265.95,38.65,7.92
2016,1,14,13,289.35,42.05,7.92
2016,1,14,14,300.1,43.6,7.92
2016,1,14,15,287.75,41.8,7.92
2016,1,14,16,273.2,39.75,7.92
2016,1,14,17,248.3,36.05,7.92
2016,1,14,18,239.15,34.75,7.92
2016,1,14,19,254.2,36.95,7.92
2016,1,14,20,255.15,37.05,7.92
2016,1,14,21,260.65,37.9,7.92
2016,1,14,22,243.35,35.4,7.92
2016,1,14,23,223.85,32.5,7.92
2016,1,14,24,212.2,30.85,7.92
2016,1,15,1,200.9,29.2,7.7985
2016,1,15,2,195.45,28.4,7.7985
2016,1,15,3,187.85,27.3,7.7985
2016,1,15,4,183.65,26.65,7.7985
2016,1,15,5,182.8,26.55,7.7985
2016,1,15,6,187.65,27.25,7.7985
2016,1,15,7,224.9,32.7,7.7985
2016,1,15,8,268.2,39,7.7985
2016,1,15,9,290.3,42.2,7.7985
2016,1,15,10,290.6,42.25,7.7985
2016,1,15,11,277.1,40.25,7.7985
2016,1,15,12,265.95,38.65,7.7985
2016,1,15,13,289.35,42.05,7.7985
2016,1,15,14,300.1,43.6,7.7985
2016,1,15,15,287.75,41.8,7.7985
2016,1,15,16,273.2,39.75,7.7985
2016,1,15,17,248.3,36.05,7.7985
2016,1,15,18,239.15,34.75,7.7985
2016,1,15,19,254.2,36.95,7.7985
2016,1,15,20,255.15,37.05,7.7985
2016,1,15,21,260.65,37.9,7.7985
2016,1,15,22,243.35,35.4,7.7985
2016,1,15,23,223.85,32.5,7.7985
2016,1,15,24,212.2,30.85,7.7985
2016,1,16,1,180.8,26.25,7.6815
2016,1,16,2,175.85,25.6,7.6815
2016,1,16,3,169.1,24.6,7.6815
2016,1,16,4,165.25,24,7.6815
2016,1,16,5,164.55,23.9,7.6815
2016,1,16,6,168.85,24.55,7.6815
2016,1,16,7,202.4,29.4,7.6815
2016,1,16,8,241.4,35.1,7.6815
2016,1,16,9,261.25,37.95,7.6815
2016,1,16,10,261.6,38,7.6815
2016,1,16,11,249.35,36.25,7.6815
2016,1,16,12,239.35,34.75,7.6815
2016,1,16,13,260.45,37.85,7.6815
2016,1,16,14,270.1,39.25,7.6815
2016,1,16,15,258.95,37.65,7.6815
2016,1,16,16,245.9,35.75,7.6815
2016,1,16,17,223.45,32.45,7.6815
2016,1,16,18,215.25,31.25,7.6815
2016,1,16,19,228.8,33.25,7.6815
2016,1,16,20,229.65,33.35,7.6815
2016,1,16,21,234.55,34.1,7.6815
2016,1,16,22,219.05,31.85,7.6815
2016,1,16,23,201.45,29.3,7.6815
2016,1,16,24,191,27.75,7.6815
2016,1,17,1,180.8,26.25,7.569
2016,1,17,2,175.85,25.6,7.569
2016,1,17,3,169.1,24.6,7.569
2016,1,17,4,165.25,24,7.569
2016,1,17,5,164.55,23.9,7.569
2016,1,17,6,168.85,24.55,7.569
2016,1,17,7,202.4,29.4,7.569
2016,1,17,8,241.4,35.1,7.569
2016,1,17,9,261.25,37.95,7.569
2016,1,17,10,261.6,38,7.569
2016,1,17,11,249.35,36.25,7.569
2016,1,17,12,239.35,34.75,7.569
2016,1,17,13,260.45,37.85,7.569
2016,1,17,14,270.1,39.25,7.569
2016,1,17,15,258.95,37.65,7.569
2016,1,17,16,245.9,35.75,7.569
2016,1,17,17,223.45,32.45,7.569
2016,1,17,18,215.25,31.25,7.569
2016,1,17,19,228.8,33.25,7.569
2016,1,17,20,229.65,33.35,7.569
2016,1,17,21,234.55,34.1,7.569
2016,1,17,22,219.05,31.85,7.569
2016,1,17,23,201.45,29.3,7.569
2016,1,17,24,191,27.75,7.569
2016,1,18,1,200.9,29.2,7.5375
2016,1,18,2,195.45,28.4,7.5375
2016,1,18,3,187.85,27.3,7.5375
2016,1,18,4,183.65,26.65,7.5375
2016,1,18,5,182.8,26.55,7.5375
2016,1,18,6,187.65,27.25,7.5375
2016,1,18,7,224.9,32.7,7.5375
2016,1,18,8,268.2,39,7.5375
2016,1,18,9,290.3,42.2,7.5375
2016,1,18,10,290.6,42.25,7.5375
2016,1,18,11,277.1,40.25,7.5375
2016,1,18,12,265.95,38.65,7.5375
2016,1,18,13,289.35,42.05,7.5375
2016,1,18,14,300.1,43.6,7.5375
2016,1,18,15,287.75,41.8,7.5375
2016,1,18,16,273.2,39.75,7.5375
2016,1,18,17,248.3,36.05,7.5375
2016,1,18,18,239.15,34.75,7.5375
2016,1,18,19,254.2,36.95,7.5375
2016,1,18,20,255.15,37.05,7.5375
2016,1,18,21,260.65,37.9,7.5375
2016,1,18,22,243.35,35.4,7.5375
2016,1,18,23,223.85,32.5,7.5375
2016,1,18,24,212.2,30.85,7.5375
2016,1,19,1,200.9,29.2,7.5735
2016,1,19,2,195.45,28.4,7.5735
2016,1,19,3,187.85,27.3,7.5735
2016,1,19,4,183.65,26.65,7.5735
2016,1,19,5,182.8,26.55,7.5735
2016,1,19,6,187.65,27.25,7.5735
2016,1,19,7,224.9,32.7,7.5735
2016,1,19,8,268.2,39,7.5735
2016,1,19,9,290.3,42.2,7.5735
2016,1,19,10,290.6,42.25,7.5735
2016,1,19,11,277.1,40.25,7.5735
2016,1,19,12,265.95,38.65,7.5735
2016,1,19,13,289.35,42.05,7.5735
2016,1,19,14,300.1,43.6,7.5735
2016,1,19,15,287.75,41.8,7.5735
2016,1,19,16,273.2,39.75,7.5735
2016,1,19,17,248.3,36.05,7.5735
2016,1,19,18,239.15,34.75,7.5735
2016,1,19,19,254.2,36.95,7.5735
2016,1,19,20,255.15,37.05,7.5735
2016,1,19,21,260.65,37.9,7.5735
2016,1,19,22,243.35,35.4,7.5735
2016,1,19,23,223.85,32.5,7.5735
2016,1,19,24,212.2,30.85,7.5735
2016,1,20,1,200.9,29.2,7.407
2016,1,20,2,195.45,28.4,7.407
2016,1,20,3,187.85,27.3,7.407
2016,1,20,4,183.65,26.65,7.407
2016,1,20,5,182.8,26.55,7.407
2016,1,20,6,187.65,27.25,7.407
2016,1,20,7,224.9,32.7,7.407
2016,1,20,8,268.2,39,7.407
2016,1,20,9,290.3,42.2,7.407
2016,1,20,10,290.6,42.25,7.407
2016,1,20,11,277.1,40.25,7.407
2016,1,20,12,265.95,38.65,7.407
2016,1,20,13,289.35,42.05,7.407
2016,1,20,14,300.1,43.6,7.407
2016,1,20,15,287.75,41.8,7.407
2016,1,20,16,273.2,39.75,7.407
2016,1,20,17,248.3,36.05,7.407
2016,1,20,18,239.15,34.75,7.407
2016,1,20,19,254.2,36.95,7.407
2016,1,20,20,255.15,37.05,7.407
2016,1,20,21,260.65,37.9,7.407
2016,1,20,22,243.35,35.4,7.407
2016,1,20,23,223.85,32.5,7.407
2016,1,20,24,212.2,30.85,7.407
2016,1,21,1,200.9,29.2,7.164
2016,1,21,2,195.45,28.4,7.164
2016,1,21,3,187.85,27.3,7.164
2016,1,21,4,183.65,26.65,7.164
2016,1,21,5,182.8,26.55,7.164
2016,1,21,6,187.65,27.25,7.164
2016,1,21,7,224.9,32.7,7.164
2016,1,21,8,268.2,39,7.164
2016,1,21,9,290.3,42.2,7.164
2016,1,21,10,290.6,42.25,7.164
2016,1,21,11,277.1,40.25,7.164
2016,1,21,12,265.95,38.65,7.164
2016,1,21,13,289.35,42.05,7.164
2016,1,21,14,300.1,43.6,7.164
2016,1,21,15,287.75,41.8,7.164
2016,1,21,16,273.2,39.75,7.164
2016,1,21,17,248.3,36.05,7.164
2016,1,21,18,239.15,34.75,7.164
2016,1,21,19,254.2,36.95,7.164
2016,1,21,20,255.15,37.05,7.164
2016,1,21,21,260.65,37.9,7.164
2016,1,21,22,243.35,35.4,7.164
2016,1,21,23,223.85,32.5,7.164
2016,1,21,24,212.2,30.85,7.164
2016,1,22,1,200.9,29.2,7.056
2016,1,22,2,195.45,28.4,7.056
2016,1,22,3,187.85,27.3,7.056
2016,1,22,4,183.65,26.65,7.056
2016,1,22,5,182.8,26.55,7.056
2016,1,22,6,187.65,27.25,7.056
2016,1,22,7,224.9,32.7,7.056
2016,1,22,8,268.2,39,7.056
2016,1,22,9,290.3,42.2,7.056
2016,1,22,10,290.6,42.25,7.056
2016,1,22,11,277.1,40.25,7.056
2016,1,22,12,265.95,38.65,7.056
2016,1,22,13,289.35,42.05,7.056
2016,1,22,14,300.1,43.6,7.056
2016,1,22,15,287.75,41.8,7.056
2016,1,22,16,273.2,39.75,7.056
2016,1,22,17,248.3,36.05,7.056
2016,1,22,18,239.15,34.75,7.056
2016,1,22,19,254.2,36.95,7.056
2016,1,22,20,255.15,37.05,7.056
2016,1,22,21,260.65,37.9,7.056
2016,1,22,22,243.35,35.4,7.056
2016,1,22,23,223.85,32.5,7.056
2016,1,22,24,212.2,30.85,7.056
2016,1,23,1,180.8,26.25,6.9615
2016,1,23,2,175.85,25.6,6.9615
2016,1,23,3,169.1,24.6,6.9615
2016,1,23,4,165.25,24,6.9615
2016,1,23,5,164.55,23.9,6.9615
2016,1,23,6,168.85,24.55,6.9615
2016,1,23,7,202.4,29.4,6.9615
2016,1,23,8,241.4,35.1,6.9615
2016,1,23,9,261.25,37.95,6.9615
2016,1,23,10,261.6,38,6.9615
2016,1,23,11,249.35,36.25,6.9615
2016,1,23,12,239.35,34.75,6.9615
2016,1,23,13,260.45,37.85,6.9615
2016,1,23,14,270.1,39.25,6.9615
2016,1,23,15,258.95,37.65,6.9615
2016,1,23,16,245.9,35.75,6.9615
2016,1,23,17,223.45,32.45,6.9615
2016,1,23,18,215.25,31.25,6.9615
2016,1,23,19,228.8,33.25,6.9615
2016,1,23,20,229.65,33.35,6.9615
2016,1,23,21,234.55,34.1,6.9615
2016,1,23,22,219.05,31.85,6.9615
2016,1,23,23,201.45,29.3,6.9615
2016,1,23,24,191,27.75,6.9615
2016,1,24,1,180.8,26.25,6.8715
2016,1,24,2,175.85,25.6,6.8715
2016,1,24,3,169.1,24.6,6.8715
2016,1,24,4,165.25,24,6.8715
2016,1,24,5,164.55,23.9,6.8715
2016,1,24,6,168.85,24.55,6.8715
2016,1,24,7,202.4,29.4,6.8715
2016,1,24,8,241.4,35.1,6.8715
2016,1,24,9,261.25,37.95,6.8715
2016,1,24,10,261.6,38,6.8715
2016,1,24,11,249.35,36.25,6.8715
2016,1,24,12,239.35,34.75,6.8715
2016,1,24,13,260.45,37.85,6.8715
2016,1,24,14,270.1,39.25,6.8715
2016,1,24,15,258.95,37.65,6.8715
2016,1,24,16,245.9,35.75,6.8715
2016,1,24,17,223.45,32.45,6.8715
2016,1,24,18,215.25,31.25,6.8715
2016,1,24,19,228.8,33.25,6.8715
2016,1,24,20,229.65,33.35,6.8715
2016,1,24,21,234.55,34.1,6.8715
2016,1,24,22,219.05,31.85,6.8715
2016,1,24,23,201.45,29.3,6.8715
2016,1,24,24,191,27.75,6.8715
2016,1,25,1,200.9,29.2,6.7815
2016,1,25,2,195.45,28.4,6.7815
2016,1,25,3,187.85,27.3,6.7815
2016,1,25,4,183.65,26.65,6.7815
2016,1,25,5,182.8,26.55,6.7815
2016,1,25,6,187.65,27.25,6.7815
2016,1,25,7,224.9,32.7,6.7815
2016,1,25,8,268.2,39,6.7815
2016,1,25,9,290.3,42.2,6.7815
2016,1,25,10,290.6,42.25,6.7815
2016,1,25,11,277.1,40.25,6.7815
2016,1,25,12,265.95,38.65,6.7815
2016,1,25,13,289.35,42.05,6.7815
2016,1,25,14,300.1,43.6,6.7815
2016,1,25,15,287.75,41.8,6.7815
2016,1,25,16,273.2,39.75,6.7815
2016,1,25,17,248.3,36.05,6.7815
2016,1,25,18,239.15,34.75,6.7815
2016,1,25,19,254.2,36.95,6.7815
2016,1,25,20,255.15,37.05,6.7815
2016,1,25,21,260.65,37.9,6.7815
2016,1,25,22,243.35,35.4,6.7815
2016,1,25,23,223.85,32.5,6.7815
2016,1,25,24,212.2,30.85,6.7815
2016,1,26,1,200.9,29.2,6.6915
2016,1,26,2,195.45,28.4,6.6915
2016,1,26,3,187.85,27.3,6.6915
2016,1,26,4,183.65,26.65,6.6915
2016,1,26,5,182.8,26.55,6.6915
2016,1,26,6,187.65,27.25,6.6915
2016,1,26,7,224.9,32.7,6.6915
2016,1,26,8,268.2,39,6.6915
2016,1,26,9,290.3,42.2,6.6915
2016,1,26,10,290.6,42.25,6.6915
2016,1,26,11,277.1,40.25,6.6915
2016,1,26,12,265.95,38.65,6.6915
2016,1,26,13,289.35,42.05,6.6915
2016,1,26,14,300.1,43.6,6.6915
2016,1,26,15,287.75,41.8,6.6915
2016,1,26,16,273.2,39.75,6.6915
2016,1,26,17,248.3,36.05,6.6915
2016,1,26,18,239.15,34.75,6.6915
2016,1,26,19,254.2,36.95,6.6915
2016,1,26,20,255.15,37.05,6.6915
2016,1,26,21,260.65,37.9,6.6915
2016,1,26,22,243.35,35.4,6.6915
2016,1,26,23,223.85,32.5,6.6915
2016,1,26,24,212.2,30.85,6.6915
2016,1,27,1,200.9,29.2,6.6015
2016,1,27,2,195.45,28.4,6.6015
2016,1,27,3,187.85,27.3,6.6015
2016,1,27,4,183.65,26.65,6.6015
2016,1,27,5,182.8,26.55,6.6015
2016,1,27,6,187.65,27.25,6.6015
2016,1,27,7,224.9,32.7,6.6015
2016,1,27,8,268.2,39,6.6015
2016,1,27,9,290.3,42.2,6.6015
2016,1,27,10,290.6,42.25,6.6015
2016,1,27,11,277.1,40.25,6.6015
2016,1,27,12,265.95,38.65,6.6015
2016,1,27,13,289.35,42.05,6.6015
2016,1,27,14,300.1,43.6,6.6015
2016,1,27,15,287.75,41.8,6.6015
2016,1,27,16,273.2,39.75,6.6015
2016,1,27,17,248.3,36.05,6.6015
2016,1,27,18,239.15,34.75,6.6015
2016,1,27,19,254.2,36.95,6.6015
2016,1,27,20,255.15,37.05,6.6015
2016,1,27,21,260.65,37.9,6.6015
2016,1,27,22,243.35,35.4,6.6015
2016,1,27,23,223.85,32.5,6.6015
2016,1,27,24,212.2,30.85,6.6015
