year,month,day,hour,pHydro
2016,1,18,13,33.5
2016,1,18,14,33.5
2016,1,18,15,33.5
2016,1,18,16,33.5
2016,1,18,17,33.5
2016,1,18,18,33.5
2016,1,18,19,33.5
2016,1,18,20,33.5
2016,1,18,21,33.5
2016,1,18,22,33.5
2016,1,18,23,33.5
2016,1,18,24,33.5
2016,1,19,1,33.66
2016,1,19,2,33.66
2016,1,19,3,33.66
2016,1,19,4,33.66
2016,1,19,5,33.66
2016,1,19,6,33.66
2016,1,19,7,33.66
2016,1,19,8,33.66
2016,1,19,9,33.66
2016,1,19,10,33.66
2016,1,19,11,33.66
2016,1,19,12,33.66
2016,1,19,13,33.66
2016,1,19,14,33.66
2016,1,19,15,33.66
2016,1,19,16,33.66
2016,1,19,17,33.66
2016,1,19,18,33.66
2016,1,19,19,33.66
2016,1,19,20,33.66
2016,1,19,21,33.66
2016,1,19,22,33.66
2016,1,19,23,33.66
2016,1,19,24,33.66
2016,1,20,1,32.92
2016,1,20,2,32.92
2016,1,20,3,32.92
2016,1,20,4,32.92
2016,1,20,5,32.92
2016,1,20,6,32.92
2016,1,20,7,32.92
2016,1,20,8,32.92
2016,1,20,9,32.92
2016,1,20,10,32.92
2016,1,20,11,32.92
2016,1,20,12,32.92
2016,1,20,13,32.92
2016,1,20,14,32.92
2016,1,20,15,32.92
2016,1,20,16,32.92
2016,1,20,17,32.92
2016,1,20,18,32.92
2016,1,20,19,32.92
2016,1,20,20,32.92
2016,1,20,21,32.92
2016,1,20,22,32.92
2016,1,20,23,32.92
2016,1,20,24,32.92
2016,1,21,1,31.84
2016,1,21,2,31.84
2016,1,21,3,31.84
2016,1,21,4,31.84
2016,1,21,5,31.84
2016,1,21,6,31.84
2016,1,21,7,31.84
2016,1,21,8,31.84
2016,1,21,9,31.84
2016,1,21,10,31.84
2016,1,21,11,31.84
2016,1,21,12,31.84
2016,1,21,13,31.84
2016,1,21,14,31.84
2016,1,21,15,31.84
2016,1,21,16,31.84
2016,1,21,17,31.84
2016,1,21,18,31.84
2016,1,21,19,31.84
2016,1,21,20,31.84
2016,1,21,21,31.84
2016,1,21,22,31.84
2016,1,21,23,31.84
2016,1,21,24,31.84
2016,1,22,1,31.36
2016,1,22,2,31.36
2016,1,22,3,31.36
2016,1,22,4,31.36
2016,1,22,5,31.36
2016,1,22,6,31.36
2016,1,22,7,31.36
2016,1,22,8,31.36
2016,1,22,9,31.36
2016,1,22,10,31.36
2016,1,22,11,31.36
2016,1,22,12,31.36
2016,1,22,13,31.36
2016,1,22,14,31.36
2016,1,22,15,31.36
2016,1,22,16,31.36
2016,1,22,17,31.36
2016,1,22,18,31.36
2016,1,22,19,31.36
2016,1,22,20,31.36
2016,1,22,21,31.36
2016,1,22,22,31.36
2016,1,22,23,31.36
2016,1,22,24,31.36
2016,1,23,1,30.94
2016,1,23,2,30.94
2016,1,23,3,30.94
2016,1,23,4,30.94
2016,1,23,5,30.94
2016,1,23,6,30.94
2016,1,23,7,30.94
2016,1,23,8,30.94
2016,1,23,9,30.94
2016,1,23,10,30.94
2016,1,23,11,30.94
2016,1,23,12,30.94
2016,1,23,13,30.94
2016,1,23,14,30.94
2016,1,23,15,30.94
2016,1,23,16,30.94
2016,1,23,17,30.94
2016,1,23,18,30.94
2016,1,23,19,30.94
2016,1,23,20,30.94
2016,1,23,21,30.94
2016,1,23,22,30.94
2016,1,23,23,30.94
2016,1,23,24,30.94
2016,1,24,1,30.54
2016,1,24,2,30.54
2016,1,24,3,30.54
2016,1,24,4,30.54
2016,1,24,5,30.54
2016,1,24,6,30.54
2016,1,24,7,30.54
2016,1,24,8,30.54
2016,1,24,9,30.54
2016,1,24,10,30.54
2016,1,24,11,30.54
2016,1,24,12,30.54
2016,1,24,13,30.54
2016,1,24,14,30.54
2016,1,24,15,30.54
2016,1,24,16,30.54
2016,1,24,17,30.54
2016,1,24,18,30.54
2016,1,24,19,30.54
2016,1,24,20,30.54
2016,1,24,21,30.54
2016,1,24,22,30.54
2016,1,24,23,30.54
2016,1,24,24,30.54
2016,1,25,1,30.14
2016,1,25,2,30.14
2016,1,25,3,30.14
2016,1,25,4,30.14
2016,1,25,5,30.14
2016,1,25,6,30.14
2016,1,25,7,30.14
2016,1,25,8,30.14
2016,1,25,9,30.14
2016,1,25,10,30.14
2016,1,25,11,30.14
2016,1,25,12,30.14
2016,1,25,13,30.14
2016,1,25,14,30.14
2016,1,25,15,30.14
2016,1,25,16,30.14
2016,1,25,17,30.14
2016,1,25,18,30.14
2016,1,25,19,30.14
2016,1,25,20,30.14
2016,1,25,21,30.14
2016,1,25,22,30.14
2016,1,25,23,30.14
2016,1,25,24,30.14
2016,1,26,1,29.74
2016,1,26,2,29.74
2016,1,26,3,29.74
2016,1,26,4,29.74
2016,1,26,5,29.74
2016,1,26,6,29.74
2016,1,26,7,29.74
2016,1,26,8,29.74
2016,1,26,9,29.74
2016,1,26,10,29.74
2016,1,26,11,29.74
2016,1,26,12,29.74
2016,1,26,13,29.74
2016,1,26,14,29.74
2016,1,26,15,29.74
2016,1,26,16,29.74
2016,1,26,17,29.74
2016,1,26,18,29.74
2016,1,26,19,29.74
2016,1,26,20,29.74
2016,1,26,21,29.74
2016,1,26,22,29.74
2016,1,26,23,29.74
2016,1,26,24,29.74
2016,1,27,1,29.34
2016,1,27,2,29.34
2016,1,27,3,29.34
2016,1,27,4,29.34
2016,1,27,5,29.34
2016,1,27,6,29.34
2016,1,27,7,29.34
2016,1,27,8,29.34
2016,1,27,9,29.34
2016,1,27,10,29.34
2016,1,27,11,29.34
2016,1,27,12,29.34
2016,1,27,13,29.34
2016,1,27,14,29.34
2016,1,27,15,29.34
2016,1,27,16,29.34
2016,1,27,17,29.34
2016,1,27,18,29.34
2016,1,27,19,29.34
2016,1,27,20,29.34
2016,1,27,21,29.34
2016,1,27,22,29.34
2016,1,27,23,29.34
2016,1,27,24,29.34
2016,1,28,1,28.96
2016,1,28,2,28.96
2016,1,28,3,28.96
2016,1,28,4,28.96
2016,1,28,5,28.96
2016,1,28,6,28.96
2016,1,28,7,28.96
2016,1,28,8,28.96
2016,1,28,9,28.96
2016,1,28,10,28.96
2016,1,28,11,28.96
2016,1,28,12,28.96
2016,1,28,13,28.96
2016,1,28,14,28.96
2016,1,28,15,28.96
2016,1,28,16,28.96
2016,1,28,17,28.96
2016,1,28,18,28.96
2016,1,28,19,28.96
2016,1,28,20,28.96
2016,1,28,21,28.96
2016,1,28,22,28.96
2016,1,28,23,28.96
2016,1,28,24,28.96
2016,1,29,1,29.1
2016,1,29,2,29.1
2016,1,29,3,29.1
2016,1,29,4,29.1
2016,1,29,5,29.1
2016,1,29,6,29.1
2016,1,29,7,29.1
2016,1,29,8,29.1
2016,1,29,9,29.1
2016,1,29,10,29.1
2016,1,29,11,29.1
2016,1,29,12,29.1
2016,1,29,13,29.1
2016,1,29,14,29.1
2016,1,29,15,29.1
2016,1,29,16,29.1
2016,1,29,17,29.1
2016,1,29,18,29.1
2016,1,29,19,29.1
2016,1,29,20,29.1
2016,1,29,21,29.1
2016,1,29,22,29.1
2016,1,29,23,29.1
2016,1,29,24,29.1
2016,1,30,1,31.48
2016,1,30,2,31.48
2016,1,30,3,31.48
2016,1,30,4,31.48
2016,1,30,5,31.48
2016,1,30,6,31.48
2016,1,30,7,31.48
2016,1,30,8,31.48
2016,1,30,9,31.48
2016,1,30,10,31.48
2016,1,30,11,31.48
2016,1,30,12,31.48
2016,1,30,13,31.48
2016,1,30,14,31.48
2016,1,30,15,31.48
2016,1,30,16,31.48
2016,1,30,17,31.48
2016,1,30,18,31.48
2016,1,30,19,31.48
2016,1,30,20,31.48
2016,1,30,21,31.48
2016,1,30,22,31.48
2016,1,30,23,31.48
2016,1,30,24,31.48
2016,1,31,1,34.42
2016,1,31,2,34.42
2016,1,31,3,34.42
2016,1,31,4,34.42
2016,1,31,5,34.42
2016,1,31,6,34.42
2016,1,31,7,34.42
2016,1,31,8,34.42
2016,1,31,9,34.42
2016,1,31,10,34.42
2016,1,31,11,34.42
2016,1,31,12,34.42
2016,1,31,13,34.42
2016,1,31,14,34.42
2016,1,31,15,34.42
2016,1,31,16,34.42
2016,1,31,17,34.42
2016,1,31,18,34.42
2016,1,31,19,34.42
2016,1,31,20,34.42
2016,1,31,21,34.42
2016,1,31,22,34.42
2016,1,31,23,34.42
2016,1,31,24,34.42
2016,2,1,1,31.76
2016,2,1,2,31.76
2016,2,1,3,31.76
2016,2,1,4,31.76
2016,2,1,5,31.76
2016,2,1,6,31.76
2016,2,1,7,31.76
2016,2,1,8,31.76
2016,2,1,9,31.76
2016,2,1,10,31.76
2016,2,1,11,31.76
2016,2,1,12,31.76
2016,2,1,13,31.76
2016,2,1,14,31.76
2016,2,1,15,31.76
2016,2,1,16,31.76
2016,2,1,17,31.76
2016,2,1,18,31.76
2016,2,1,19,31.76
2016,2,1,20,31.76
2016,2,1,21,31.76
2016,2,1,22,31.76
2016,2,1,23,31.76
2016,2,1,24,31.76
2016,2,2,1,27.8
2016,2,2,2,27.8
2016,2,2,3,27.8
2016,2,2,4,27.8
2016,2,2,5,27.8
2016,2,2,6,27.8
2016,2,2,7,27.8
2016,2,2,8,27.8
2016,2,2,9,27.8
2016,2,2,10,27.8
2016,2,2,11,27.8
2016,2,2,12,27.8
2016,2,2,13,27.8
2016,2,2,14,27.8
2016,2,2,15,27.8
2016,2,2,16,27.8
2016,2,2,17,27.8
2016,2,2,18,27.8
2016,2,2,19,27.8
2016,2,2,20,27.8
2016,2,2,21,27.8
2016,2,2,22,27.8
2016,2,2,23,27.8
2016,2,2,24,27.8
2016,2,3,1,27.22
2016,2,3,2,27.22
2016,2,3,3,27.22
2016,2,3,4,27.22
2016,2,3,5,27.22
2016,2,3,6,27.22
2016,2,3,7,27.22
2016,2,3,8,27.22
2016,2,3,9,27.22
2016,2,3,10,27.22
2016,2,3,11,27.22
2016,2,3,12,27.22
2016,2,3,13,27.22
2016,2,3,14,27.22
2016,2,3,15,27.22
2016,2,3,16,27.22
2016,2,3,17,27.22
2016,2,3,18,27.22
2016,2,3,19,27.22
2016,2,3,20,27.22
2016,2,3,21,27.22
2016,2,3,22,27.22
2016,2,3,23,27.22
2016,2,3,24,27.22
2016,2,4,1,27.02
2016,2,4,2,27.02
2016,2,4,3,27.02
2016,2,4,4,27.02
2016,2,4,5,27.02
2016,2,4,6,27.02
2016,2,4,7,27.02
2016,2,4,8,27.02
2016,2,4,9,27.02
2016,2,4,10,27.02
2016,2,4,11,27.02
2016,2,4,12,27.02
2016,2,4,13,27.02
2016,2,4,14,27.02
2016,2,4,15,27.02
2016,2,4,16,27.02
2016,2,4,17,27.02
2016,2,4,18,27.02
2016,2,4,19,27.02
2016,2,4,20,27.02
2016,2,4,21,27.02
2016,2,4,22,27.02
2016,2,4,23,27.02
2016,2,4,24,27.02
2016,2,5,1,26.9
2016,2,5,2,26.9
2016,2,5,3,26.9
2016,2,5,4,26.9
2016,2,5,5,26.9
2016,2,5,6,26.9
2016,2,5,7,26.9
2016,2,5,8,26.9
2016,2,5,9,26.9
2016,2,5,10,26.9
2016,2,5,11,26.9
2016,2,5,12,26.9
2016,2,5,13,26.9
2016,2,5,14,26.9
2016,2,5,15,26.9
2016,2,5,16,26.9
2016,2,5,17,26.9
2016,2,5,18,26.9
2016,2,5,19,26.9
2016,2,5,20,26.9
2016,2,5,21,26.9
2016,2,5,22,26.9
2016,2,5,23,26.9
2016,2,5,24,26.9
2016,2,6,1,26.62
2016,2,6,2,26.62
2016,2,6,3,26.62
2016,2,6,4,26.62
2016,2,6,5,26.62
2016,2,6,6,26.62
2016,2,6,7,26.62
2016,2,6,8,26.62
2016,2,6,9,26.62
2016,2,6,10,26.62
2016,2,6,11,26.62
2016,2,6,12,26.62
2016,2,6,13,26.62
2016,2,6,14,26.62
2016,2,6,15,26.62
2016,2,6,16,26.62
2016,2,6,17,26.62
2016,2,6,18,26.62
2016,2,6,19,26.62
2016,2,6,20,26.62
2016,2,6,21,26.62
2016,2,6,22,26.62
2016,2,6,23,26.62
2016,2,6,24,26.62
2016,2,7,1,26.18
2016,2,7,2,26.18
2016,2,7,3,26.18
2016,2,7,4,26.18
2016,2,7,5,26.18
2016,2,7,6,26.18
2016,2,7,7,26.18
2016,2,7,8,26.18
2016,2,7,9,26.18
2016,2,7,10,26.18
2016,2,7,11,26.18
2016,2,7,12,26.18
2016,2,7,13,26.18
2016,2,7,14,26.18
2016,2,7,15,26.18
2016,2,7,16,26.18
2016,2,7,17,26.18
2016,2,7,18,26.18
2016,2,7,19,26.18
2016,2,7,20,26.18
2016,2,7,21,26.18
2016,2,7,22,26.18
2016,2,7,23,26.18
2016,2,7,24,26.18
2016,2,8,1,25.86
2016,2,8,2,25.86
2016,2,8,3,25.86
2016,2,8,4,25.86
2016,2,8,5,25.86
2016,2,8,6,25.86
2016,2,8,7,25.86
2016,2,8,8,25.86
2016,2,8,9,25.86
2016,2,8,10,25.86
2016,2,8,11,25.86
2016,2,8,12,25.86
2016,2,8,13,25.86
2016,2,8,14,25.86
2016,2,8,15,25.86
2016,2,8,16,25.86
2016,2,8,17,25.86
2016,2,8,18,25.86
2016,2,8,19,25.86
2016,2,8,20,25.86
2016,2,8,21,25.86
2016,2,8,22,25.86
2016,2,8,23,25.86
2016,2,8,24,25.86
2016,2,9,1,25.54
2016,2,9,2,25.54
2016,2,9,3,25.54
2016,2,9,4,25.54
2016,2,9,5,25.54
2016,2,9,6,25.54
2016,2,9,7,25.54
2016,2,9,8,25.54
2016,2,9,9,25.54
2016,2,9,10,25.54
2016,2,9,11,25.54
2016,2,9,12,25.54
2016,2,9,13,25.54
2016,2,9,14,25.54
2016,2,9,15,25.54
2016,2,9,16,25.54
2016,2,9,17,25.54
2016,2,9,18,25.54
2016,2,9,19,25.54
2016,2,9,20,25.54
2016,2,9,21,25.54
2016,2,9,22,25.54
2016,2,9,23,25.54
2016,2,9,24,25.54
2016,2,10,1,25.24
2016,2,10,2,25.24
2016,2,10,3,25.24
2016,2,10,4,25.24
2016,2,10,5,25.24
2016,2,10,6,25.24
2016,2,10,7,25.24
2016,2,10,8,25.24
2016,2,10,9,25.24
2016,2,10,10,25.24
2016,2,10,11,25.24
2016,2,10,12,25.24
2016,2,10,13,25.24
2016,2,10,14,25.24
2016,2,10,15,25.24
2016,2,10,16,25.24
2016,2,10,17,25.24
2016,2,10,18,25.24
2016,2,10,19,25.24
2016,2,10,20,25.24
2016,2,10,21,25.24
2016,2,10,22,25.24
2016,2,10,23,25.24
2016,2,10,24,25.24
2016,2,11,1,24.92
2016,2,11,2,24.92
2016,2,11,3,24.92
2016,2,11,4,24.92
2016,2,11,5,24.92
2016,2,11,6,24.92
2016,2,11,7,24.92
2016,2,11,8,24.92
2016,2,11,9,24.92
2016,2,11,10,24.92
2016,2,11,11,24.92
2016,2,11,12,24.92
2016,2,11,13,24.92
2016,2,11,14,24.92
2016,2,11,15,24.92
2016,2,11,16,24.92
2016,2,11,17,24.92
2016,2,11,18,24.92
2016,2,11,19,24.92
2016,2,11,20,24.92
2016,2,11,21,24.92
2016,2,11,22,24.92
2016,2,11,23,24.92
2016,2,11,24,24.92
2016,2,12,1,24.58
2016,2,12,2,24.58
2016,2,12,3,24.58
2016,2,12,4,24.58
2016,2,12,5,24.58
2016,2,12,6,24.58
2016,2,12,7,24.58
2016,2,12,8,24.58
2016,2,12,9,24.58
2016,2,12,10,24.58
2016,2,12,11,24.58
2016,2,12,12,24.58
2016,2,12,13,24.58
2016,2,12,14,24.58
2016,2,12,15,24.58
2016,2,12,16,24.58
2016,2,12,17,24.58
2016,2,12,18,24.58
2016,2,12,19,24.58
2016,2,12,20,24.58
2016,2,12,21,24.58
2016,2,12,22,24.58
2016,2,12,23,24.58
2016,2,12,24,24.58
2016,2,13,1,24.26
2016,2,13,2,24.26
2016,2,13,3,24.26
2016,2,13,4,24.26
2016,2,13,5,24.26
2016,2,13,6,24.26
2016,2,13,7,24.26
2016,2,13,8,24.26
2016,2,13,9,24.26
2016,2,13,10,24.26
2016,2,13,11,24.26
2016,2,13,12,24.26
2016,2,13,13,24.26
2016,2,13,14,24.26
2016,2,13,15,24.26
2016,2,13,16,24.26
2016,2,13,17,24.26
2016,2,13,18,24.26
2016,2,13,19,24.26
2016,2,13,20,24.26
2016,2,13,21,24.26
2016,2,13,22,24.26
2016,2,13,23,24.26
2016,2,13,24,24.26
2016,2,14,1,23.94
2016,2,14,2,23.94
2016,2,14,3,23.94
2016,2,14,4,23.94
2016,2,14,5,23.94
2016,2,14,6,23.94
2016,2,14,7,23.94
2016,2,14,8,23.94
2016,2,14,9,23.94
2016,2,14,10,23.94
2016,2,14,11,23.94
2016,2,14,12,23.94
2016,2,14,13,23.94
2016,2,14,14,23.94
2016,2,14,15,23.94
2016,2,14,16,23.94
2016,2,14,17,23.94
2016,2,14,18,23.94
