year,month,day,hour,Node1,Node2,Buyer
2016,1,26,18,478.3,69.5,13.383
2016,1,26,19,508.4,73.9,13.383
2016,1,26,20,510.3,74.1,13.383
2016,1,26,21,521.3,75.8,13.383
2016,1,26,22,486.7,70.8,13.383
2016,1,26,23,447.7,65,13.383
2016,1,26,24,424.4,61.7,13.383
2016,1,27,1,401.8,58.4,13.203
2016,1,27,2,390.9,56.8,13.203
2016,1,27,3,375.7,54.6,13.203
2016,1,27,4,367.3,53.3,13.203
2016,1,27,5,365.6,53.1,13.203
2016,1,27,6,375.3,54.5,13.203
2016,1,27,7,449.8,65.4,13.203
2016,1,27,8,536.4,78,13.203
2016,1,27,9,580.6,84.4,13.203
2016,1,27,10,581.2,84.5,13.203
2016,1,27,11,554.2,80.5,13.203
2016,1,27,12,531.9,77.3,13.203
2016,1,27,13,578.7,84.1,13.203
2016,1,27,14,600.2,87.2,13.203
2016,1,27,15,575.5,83.6,13.203
2016,1,27,16,546.4,79.5,13.203
2016,1,27,17,496.6,72.1,13.203
2016,1,27,18,478.3,69.5,13.203
2016,1,27,19,508.4,73.9,13.203
2016,1,27,20,510.3,74.1,13.203
2016,1,27,21,521.3,75.8,13.203
2016,1,27,22,486.7,70.8,13.203
2016,1,27,23,447.7,65,13.203
2016,1,27,24,424.4,61.7,13.203
2016,1,28,1,401.8,58.4,13.032
2016,1,28,2,390.9,56.8,13.032
2016,1,28,3,375.7,54.6,13.032
2016,1,28,4,367.3,53.3,13.032
2016,1,28,5,365.6,53.1,13.032
2016,1,28,6,375.3,54.5,13.032
2016,1,28,7,449.8,65.4,13.032
2016,1,28,8,536.4,78,13.032
2016,1,28,9,580.6,84.4,13.032
2016,1,28,10,581.2,84.5,13.032
2016,1,28,11,554.2,80.5,13.032
2016,1,28,12,531.9,77.3,13.032
2016,1,28,13,578.7,84.1,13.032
2016,1,28,14,600.2,87.2,13.032
2016,1,28,15,575.5,83.6,13.032
2016,1,28,16,546.4,79.5,13.032
2016,1,28,17,496.6,72.1,13.032
2016,1,28,18,478.3,69.5,13.032
2016,1,28,19,508.4,73.9,13.032
2016,1,28,20,510.3,74.1,13.032
2016,1,28,21,521.3,75.8,13.032
2016,1,28,22,486.7,70.8,13.032
