year,month,day,hour,GS1,GS2,GS3,GS4,GS5,GS6,GS7,SRP,SHV,KPCM,BTB,BMC,STR,TKO,KPT,KPS
2016,3,19,20,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,3,19,21,85.1,85.1,63.8,42.5,63.8,42.5,76.8,47,25.9,30.4,36.5,13.5,8.4,12.9,12.4,23.6
2016,3,19,22,78.4,78.4,58.8,39.2,58.8,39.2,70.8,43,23.8,28,33.6,12.4,7.8,11.9,11.4,21.7
2016,3,19,23,74.3,74.3,55.7,37.2,55.7,37.2,67.1,41,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,3,20,0,70.4,70.4,52.8,35.2,52.8,35.2,63.5,39,21.4,25.1,30.2,11.2,7,10.7,10.2,19.5
2016,3,20,1,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,3,20,2,65.8,65.8,49.3,32.9,49.3,32.9,59.4,36,20,23.5,28.2,10.4,6.5,10,9.6,18.3
2016,3,20,3,64.3,64.3,48.2,32.1,48.2,32.1,58,35,19.5,22.9,27.6,10.2,6.4,9.8,9.3,17.8
2016,3,20,4,64,64,48,32,48,32,57.8,35,19.4,22.8,27.5,10.1,6.3,9.7,9.3,17.8
2016,3,20,5,65.7,65.7,49.2,32.8,49.2,32.8,59.3,36,20,23.4,28.2,10.4,6.5,10,9.5,18.2
2016,3,20,6,78.6,78.6,59,39.3,59,39.3,71,43,23.9,28,33.8,12.5,7.8,11.9,11.4,21.8
2016,3,20,7,93.9,93.9,70.4,46.9,70.4,46.9,84.7,51,28.5,33.5,40.3,14.9,9.3,14.3,13.6,26
2016,3,20,8,101.6,101.6,76.2,50.8,76.2,50.8,91.7,56,30.9,36.2,43.6,16.1,10.1,15.4,14.8,28.2
2016,3,20,9,101.7,101.7,76.3,50.9,76.3,50.9,91.9,56,30.9,36.3,43.7,16.1,10.1,15.5,14.8,28.2
2016,3,20,10,96.9,96.9,72.7,48.5,72.7,48.5,87.5,53,29.4,34.6,41.6,15.4,9.6,14.7,14.1,26.9
2016,3,20,11,93.1,93.1,69.8,46.6,69.8,46.6,84.1,51,28.3,33.2,40,14.8,9.2,14.1,13.5,25.8
2016,3,20,12,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,3,20,13,105,105,78.8,52.5,78.8,52.5,94.8,58,31.9,37.5,45.1,16.7,10.4,16,15.3,29.1
2016,3,20,14,100.7,100.7,75.5,50.4,75.5,50.4,90.9,55,30.6,35.9,43.2,16,10,15.3,14.6,27.9
2016,3,20,15,95.6,95.6,71.7,47.8,71.7,47.8,86.4,52,29.1,34.1,41.1,15.2,9.5,14.5,13.9,26.5
2016,3,20,16,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,3,20,17,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,3,20,18,88.9,88.9,66.7,44.5,66.7,44.5,80.3,49,27,31.7,38.2,14.1,8.8,13.5,12.9,24.7
2016,3,20,19,89.3,89.3,67,44.6,67,44.6,80.6,49,27.1,31.8,38.3,14.2,8.8,13.6,13,24.8
2016,3,20,20,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,3,20,21,85.1,85.1,63.8,42.5,63.8,42.5,76.8,47,25.9,30.4,36.5,13.5,8.4,12.9,12.4,23.6
2016,3,20,22,78.4,78.4,58.8,39.2,58.8,39.2,70.8,43,23.8,28,33.6,12.4,7.8,11.9,11.4,21.7
2016,3,20,23,74.3,74.3,55.7,37.2,55.7,37.2,67.1,41,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,3,21,0,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,3,21,1,76,76,57,38,57,38,68.6,42,23.1,27.1,32.6,12,7.5,11.5,11,21.1
2016,3,21,2,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,3,21,3,71.4,71.4,53.5,35.7,53.5,35.7,64.5,39,21.7,25.5,30.6,11.3,7.1,10.8,10.4,19.8
2016,3,21,4,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,3,21,5,72.9,72.9,54.7,36.5,54.7,36.5,65.8,40,22.2,26,31.3,11.6,7.2,11.1,10.6,20.2
2016,3,21,6,87.4,87.4,65.5,43.7,65.5,43.7,78.9,48,26.6,31.2,37.5,13.9,8.7,13.3,12.7,24.2
2016,3,21,7,104.3,104.3,78.2,52.1,78.2,52.1,94.2,57,31.7,37.2,44.8,16.5,10.3,15.8,15.2,28.9
2016,3,21,8,112.9,112.9,84.7,56.5,84.7,56.5,102,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,3,21,9,113,113,84.8,56.5,84.8,56.5,102.1,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.4
2016,3,21,10,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,3,21,11,103.4,103.4,77.5,51.7,77.5,51.7,93.4,57,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,3,21,12,112.5,112.5,84.4,56.3,84.4,56.3,101.6,62,34.2,40.1,48.3,17.8,11.1,17.1,16.4,31.2
2016,3,21,13,116.7,116.7,87.5,58.4,87.5,58.4,105.4,64,35.5,41.6,50.1,18.5,11.6,17.7,17,32.4
2016,3,21,14,111.9,111.9,83.9,55.9,83.9,55.9,101,61,34,39.9,48,17.7,11.1,17,16.3,31
2016,3,21,15,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,3,21,16,96.5,96.5,72.4,48.3,72.4,48.3,87.2,53,29.3,34.4,41.4,15.3,9.6,14.7,14,26.8
2016,3,21,17,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,3,21,18,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,3,21,19,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,3,21,20,101.4,101.4,76,50.7,76,50.7,91.5,56,30.8,36.2,43.5,16.1,10,15.4,14.7,28.1
2016,3,21,21,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,21,22,87,87,65.3,43.5,65.3,43.5,78.6,48,26.4,31,37.4,13.8,8.6,13.2,12.6,24.1
2016,3,21,23,82.6,82.6,61.9,41.3,61.9,41.3,74.5,45,25.1,29.4,35.4,13.1,8.2,12.5,12,22.9
2016,3,22,0,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,3,22,1,76,76,57,38,57,38,68.6,42,23.1,27.1,32.6,12,7.5,11.5,11,21.1
2016,3,22,2,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,3,22,3,71.4,71.4,53.5,35.7,53.5,35.7,64.5,39,21.7,25.5,30.6,11.3,7.1,10.8,10.4,19.8
2016,3,22,4,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,3,22,5,72.9,72.9,54.7,36.5,54.7,36.5,65.8,40,22.2,26,31.3,11.6,7.2,11.1,10.6,20.2
2016,3,22,6,87.4,87.4,65.5,43.7,65.5,43.7,78.9,48,26.6,31.2,37.5,13.9,8.7,13.3,12.7,24.2
2016,3,22,7,104.3,104.3,78.2,52.1,78.2,52.1,94.2,57,31.7,37.2,44.8,16.5,10.3,15.8,15.2,28.9
2016,3,22,8,112.9,112.9,84.7,56.5,84.7,56.5,102,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,3,22,9,113,113,84.8,56.5,84.8,56.5,102.1,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.4
2016,3,22,10,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,3,22,11,103.4,103.4,77.5,51.7,77.5,51.7,93.4,57,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,3,22,12,112.5,112.5,84.4,56.3,84.4,56.3,101.6,62,34.2,40.1,48.3,17.8,11.1,17.1,16.4,31.2
2016,3,22,13,116.7,116.7,87.5,58.4,87.5,58.4,105.4,64,35.5,41.6,50.1,18.5,11.6,17.7,17,32.4
2016,3,22,14,111.9,111.9,83.9,55.9,83.9,55.9,101,61,34,39.9,48,17.7,11.1,17,16.3,31
2016,3,22,15,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,3,22,16,96.5,96.5,72.4,48.3,72.4,48.3,87.2,53,29.3,34.4,41.4,15.3,9.6,14.7,14,26.8
2016,3,22,17,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,3,22,18,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,3,22,19,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,3,22,20,101.4,101.4,76,50.7,76,50.7,91.5,56,30.8,36.2,43.5,16.1,10,15.4,14.7,28.1
2016,3,22,21,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,22,22,87,87,65.3,43.5,65.3,43.5,78.6,48,26.4,31,37.4,13.8,8.6,13.2,12.6,24.1
2016,3,22,23,82.6,82.6,61.9,41.3,61.9,41.3,74.5,45,25.1,29.4,35.4,13.1,8.2,12.5,12,22.9
2016,3,23,0,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,3,23,1,76,76,57,38,57,38,68.6,42,23.1,27.1,32.6,12,7.5,11.5,11,21.1
2016,3,23,2,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,3,23,3,71.4,71.4,53.5,35.7,53.5,35.7,64.5,39,21.7,25.5,30.6,11.3,7.1,10.8,10.4,19.8
2016,3,23,4,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,3,23,5,72.9,72.9,54.7,36.5,54.7,36.5,65.8,40,22.2,26,31.3,11.6,7.2,11.1,10.6,20.2
2016,3,23,6,87.4,87.4,65.5,43.7,65.5,43.7,78.9,48,26.6,31.2,37.5,13.9,8.7,13.3,12.7,24.2
2016,3,23,7,104.3,104.3,78.2,52.1,78.2,52.1,94.2,57,31.7,37.2,44.8,16.5,10.3,15.8,15.2,28.9
2016,3,23,8,112.9,112.9,84.7,56.5,84.7,56.5,102,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,3,23,9,113,113,84.8,56.5,84.8,56.5,102.1,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.4
2016,3,23,10,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,3,23,11,103.4,103.4,77.5,51.7,77.5,51.7,93.4,57,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,3,23,12,112.5,112.5,84.4,56.3,84.4,56.3,101.6,62,34.2,40.1,48.3,17.8,11.1,17.1,16.4,31.2
2016,3,23,13,116.7,116.7,87.5,58.4,87.5,58.4,105.4,64,35.5,41.6,50.1,18.5,11.6,17.7,17,32.4
2016,3,23,14,111.9,111.9,83.9,55.9,83.9,55.9,101,61,34,39.9,48,17.7,11.1,17,16.3,31
2016,3,23,15,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,3,23,16,96.5,96.5,72.4,48.3,72.4,48.3,87.2,53,29.3,34.4,41.4,15.3,9.6,14.7,14,26.8
2016,3,23,17,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,3,23,18,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,3,23,19,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,3,23,20,101.4,101.4,76,50.7,76,50.7,91.5,56,30.8,36.2,43.5,16.1,10,15.4,14.7,28.1
2016,3,23,21,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,23,22,87,87,65.3,43.5,65.3,43.5,78.6,48,26.4,31,37.4,13.8,8.6,13.2,12.6,24.1
2016,3,23,23,82.6,82.6,61.9,41.3,61.9,41.3,74.5,45,25.1,29.4,35.4,13.1,8.2,12.5,12,22.9
2016,3,24,0,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,3,24,1,76,76,57,38,57,38,68.6,42,23.1,27.1,32.6,12,7.5,11.5,11,21.1
2016,3,24,2,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,3,24,3,71.4,71.4,53.5,35.7,53.5,35.7,64.5,39,21.7,25.5,30.6,11.3,7.1,10.8,10.4,19.8
2016,3,24,4,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,3,24,5,72.9,72.9,54.7,36.5,54.7,36.5,65.8,40,22.2,26,31.3,11.6,7.2,11.1,10.6,20.2
2016,3,24,6,87.4,87.4,65.5,43.7,65.5,43.7,78.9,48,26.6,31.2,37.5,13.9,8.7,13.3,12.7,24.2
2016,3,24,7,104.3,104.3,78.2,52.1,78.2,52.1,94.2,57,31.7,37.2,44.8,16.5,10.3,15.8,15.2,28.9
2016,3,24,8,112.9,112.9,84.7,56.5,84.7,56.5,102,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,3,24,9,113,113,84.8,56.5,84.8,56.5,102.1,62,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.4
2016,3,24,10,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,3,24,11,103.4,103.4,77.5,51.7,77.5,51.7,93.4,57,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,3,24,12,112.5,112.5,84.4,56.3,84.4,56.3,101.6,62,34.2,40.1,48.3,17.8,11.1,17.1,16.4,31.2
2016,3,24,13,116.7,116.7,87.5,58.4,87.5,58.4,105.4,64,35.5,41.6,50.1,18.5,11.6,17.7,17,32.4
2016,3,24,14,111.9,111.9,83.9,55.9,83.9,55.9,101,61,34,39.9,48,17.7,11.1,17,16.3,31
2016,3,24,15,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,3,24,16,96.5,96.5,72.4,48.3,72.4,48.3,87.2,53,29.3,34.4,41.4,15.3,9.6,14.7,14,26.8
2016,3,24,17,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,3,24,18,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,3,24,19,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,3,24,20,101.4,101.4,76,50.7,76,50.7,91.5,56,30.8,36.2,43.5,16.1,10,15.4,14.7,28.1
2016,3,24,21,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,24,22,87,87,65.3,43.5,65.3,43.5,78.6,48,26.4,31,37.4,13.8,8.6,13.2,12.6,24.1
2016,3,24,23,82.6,82.6,61.9,41.3,61.9,41.3,74.5,45,25.1,29.4,35.4,13.1,8.2,12.5,12,22.9
2016,3,25,0,78.7,78.7,59.1,39.4,59.1,39.4,71.1,43,23.9,28.1,33.8,12.5,7.8,12,11.4,21.8
2016,3,25,1,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,3,25,2,73.7,73.7,55.3,36.8,55.3,36.8,66.5,40,22.4,26.3,31.6,11.7,7.3,11.2,10.7,20.4
2016,3,25,3,72,72,54,36,54,36,65,39,21.9,25.7,30.9,11.4,7.1,10.9,10.5,20
2016,3,25,4,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,3,25,5,73.5,73.5,55.2,36.8,55.2,36.8,66.4,40,22.3,26.2,31.6,11.7,7.3,11.2,10.7,20.4
2016,3,25,6,88.1,88.1,66.1,44.1,66.1,44.1,79.6,48,26.8,31.4,37.8,14,8.7,13.4,12.8,24.5
2016,3,25,7,105.2,105.2,78.9,52.6,78.9,52.6,95,58,32,37.5,45.2,16.7,10.4,16,15.3,29.2
2016,3,25,8,113.8,113.8,85.4,56.9,85.4,56.9,102.8,62,34.6,40.6,48.9,18,11.3,17.3,16.5,31.6
2016,3,25,9,113.9,113.9,85.4,57,85.4,57,102.9,62,34.6,40.6,48.9,18.1,11.3,17.3,16.6,31.6
2016,3,25,10,108.6,108.6,81.4,54.3,81.4,54.3,98.1,60,33,38.7,46.6,17.2,10.8,16.5,15.8,30.1
2016,3,25,11,104.3,104.3,78.2,52.1,78.2,52.1,94.2,57,31.7,37.2,44.8,16.5,10.3,15.8,15.2,28.9
2016,3,25,12,113.4,113.4,85.1,56.7,85.1,56.7,102.4,62,34.5,40.5,48.7,18,11.2,17.2,16.5,31.5
2016,3,25,13,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,3,25,14,112.8,112.8,84.6,56.4,84.6,56.4,101.8,62,34.3,40.2,48.4,17.9,11.2,17.1,16.4,31.3
2016,3,25,15,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,3,25,16,97.3,97.3,73,48.6,73,48.6,87.8,53,29.6,34.7,41.8,15.4,9.6,14.8,14.1,27
2016,3,25,17,93.7,93.7,70.3,46.9,70.3,46.9,84.6,51,28.5,33.4,40.2,14.9,9.3,14.2,13.6,26
2016,3,25,18,99.6,99.6,74.7,49.8,74.7,49.8,89.9,55,30.3,35.5,42.8,15.8,9.9,15.1,14.5,27.6
2016,3,25,19,100,100,75,50,75,50,90.3,55,30.4,35.7,42.9,15.8,9.9,15.2,14.5,27.7
2016,3,25,20,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,3,25,21,95.4,95.4,71.5,47.7,71.5,47.7,86.1,52,29,34,41,15.1,9.5,14.5,13.9,26.5
2016,3,25,22,87.8,87.8,65.8,43.9,65.8,43.9,79.2,48,26.7,31.3,37.7,13.9,8.7,13.3,12.8,24.3
2016,3,25,23,83.2,83.2,62.4,41.6,62.4,41.6,75.1,46,25.3,29.7,35.7,13.2,8.2,12.6,12.1,23.1
2016,3,26,0,70.9,70.9,53.2,35.4,53.2,35.4,64,39,21.5,25.3,30.4,11.2,7,10.8,10.3,19.7
2016,3,26,1,69,69,51.7,34.5,51.7,34.5,62.3,38,21,24.6,29.6,10.9,6.8,10.5,10,19.1
2016,3,26,2,66.3,66.3,49.7,33.2,49.7,33.2,59.9,36,20.1,23.6,28.5,10.5,6.6,10.1,9.6,18.4
2016,3,26,3,64.8,64.8,48.6,32.4,48.6,32.4,58.5,36,19.7,23.1,27.8,10.3,6.4,9.8,9.4,18
2016,3,26,4,64.5,64.5,48.4,32.3,48.4,32.3,58.3,35,19.6,23,27.7,10.2,6.4,9.8,9.4,17.9
2016,3,26,5,66.2,66.2,49.6,33.1,49.6,33.1,59.7,36,20.1,23.6,28.4,10.5,6.6,10.1,9.6,18.4
2016,3,26,6,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,3,26,7,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,26,8,102.4,102.4,76.8,51.2,76.8,51.2,92.4,56,31.1,36.5,44,16.2,10.1,15.6,14.9,28.4
2016,3,26,9,102.5,102.5,76.9,51.2,76.9,51.2,92.5,56,31.1,36.6,44,16.2,10.2,15.6,14.9,28.4
2016,3,26,10,97.7,97.7,73.3,48.8,73.3,48.8,88.2,54,29.7,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,3,26,11,93.9,93.9,70.4,46.9,70.4,46.9,84.7,51,28.5,33.5,40.3,14.9,9.3,14.3,13.6,26
2016,3,26,12,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,3,26,13,105.8,105.8,79.4,52.9,79.4,52.9,95.5,58,32.1,37.7,45.4,16.8,10.5,16.1,15.4,29.4
2016,3,26,14,101.5,101.5,76.1,50.7,76.1,50.7,91.6,56,30.8,36.2,43.6,16.1,10.1,15.4,14.7,28.2
2016,3,26,15,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,3,26,16,87.6,87.6,65.7,43.8,65.7,43.8,79.1,48,26.6,31.3,37.6,13.9,8.7,13.3,12.7,24.3
2016,3,26,17,84.3,84.3,63.3,42.2,63.3,42.2,76.1,46,25.6,30.1,36.2,13.4,8.4,12.8,12.3,23.4
2016,3,26,18,89.7,89.7,67.3,44.8,67.3,44.8,81,49,27.2,32,38.5,14.2,8.9,13.6,13,24.9
2016,3,26,19,90.1,90.1,67.5,45,67.5,45,81.3,49,27.4,32.1,38.7,14.3,8.9,13.7,13.1,25
2016,3,26,20,92,92,69,46,69,46,83,50,27.9,32.8,39.5,14.6,9.1,14,13.4,25.5
2016,3,26,21,85.9,85.9,64.4,42.9,64.4,42.9,77.5,47,26.1,30.6,36.9,13.6,8.5,13,12.5,23.8
2016,3,26,22,79,79,59.3,39.5,59.3,39.5,71.3,43,24,28.2,33.9,12.5,7.8,12,11.5,21.9
2016,3,26,23,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,3,27,0,70.9,70.9,53.2,35.4,53.2,35.4,64,39,21.5,25.3,30.4,11.2,7,10.8,10.3,19.7
2016,3,27,1,69,69,51.7,34.5,51.7,34.5,62.3,38,21,24.6,29.6,10.9,6.8,10.5,10,19.1
2016,3,27,2,66.3,66.3,49.7,33.2,49.7,33.2,59.9,36,20.1,23.6,28.5,10.5,6.6,10.1,9.6,18.4
2016,3,27,3,64.8,64.8,48.6,32.4,48.6,32.4,58.5,36,19.7,23.1,27.8,10.3,6.4,9.8,9.4,18
2016,3,27,4,64.5,64.5,48.4,32.3,48.4,32.3,58.3,35,19.6,23,27.7,10.2,6.4,9.8,9.4,17.9
2016,3,27,5,66.2,66.2,49.6,33.1,49.6,33.1,59.7,36,20.1,23.6,28.4,10.5,6.6,10.1,9.6,18.4
2016,3,27,6,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,3,27,7,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,3,27,8,102.4,102.4,76.8,51.2,76.8,51.2,92.4,56,31.1,36.5,44,16.2,10.1,15.6,14.9,28.4
2016,3,27,9,102.5,102.5,76.9,51.2,76.9,51.2,92.5,56,31.1,36.6,44,16.2,10.2,15.6,14.9,28.4
2016,3,27,10,97.7,97.7,73.3,48.8,73.3,48.8,88.2,54,29.7,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,3,27,11,93.9,93.9,70.4,46.9,70.4,46.9,84.7,51,28.5,33.5,40.3,14.9,9.3,14.3,13.6,26
2016,3,27,12,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,3,27,13,105.8,105.8,79.4,52.9,79.4,52.9,95.5,58,32.1,37.7,45.4,16.8,10.5,16.1,15.4,29.4
2016,3,27,14,101.5,101.5,76.1,50.7,76.1,50.7,91.6,56,30.8,36.2,43.6,16.1,10.1,15.4,14.7,28.2
2016,3,27,15,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,3,27,16,87.6,87.6,65.7,43.8,65.7,43.8,79.1,48,26.6,31.3,37.6,13.9,8.7,13.3,12.7,24.3
2016,3,27,17,84.3,84.3,63.3,42.2,63.3,42.2,76.1,46,25.6,30.1,36.2,13.4,8.4,12.8,12.3,23.4
2016,3,27,18,89.7,89.7,67.3,44.8,67.3,44.8,81,49,27.2,32,38.5,14.2,8.9,13.6,13,24.9
2016,3,27,19,90.1,90.1,67.5,45,67.5,45,81.3,49,27.4,32.1,38.7,14.3,8.9,13.7,13.1,25
2016,3,27,20,92,92,69,46,69,46,83,50,27.9,32.8,39.5,14.6,9.1,14,13.4,25.5
2016,3,27,21,85.9,85.9,64.4,42.9,64.4,42.9,77.5,47,26.1,30.6,36.9,13.6,8.5,13,12.5,23.8
2016,3,27,22,79,79,59.3,39.5,59.3,39.5,71.3,43,24,28.2,33.9,12.5,7.8,12,11.5,21.9
2016,3,27,23,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,3,28,0,78.7,78.7,59.1,39.4,59.1,39.4,71.1,43,23.9,28.1,33.8,12.5,7.8,12,11.4,21.8
2016,3,28,1,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,3,28,2,73.7,73.7,55.3,36.8,55.3,36.8,66.5,40,22.4,26.3,31.6,11.7,7.3,11.2,10.7,20.4
2016,3,28,3,72,72,54,36,54,36,65,39,21.9,25.7,30.9,11.4,7.1,10.9,10.5,20
2016,3,28,4,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,3,28,5,73.5,73.5,55.2,36.8,55.2,36.8,66.4,40,22.3,26.2,31.6,11.7,7.3,11.2,10.7,20.4
2016,3,28,6,88.1,88.1,66.1,44.1,66.1,44.1,79.6,48,26.8,31.4,37.8,14,8.7,13.4,12.8,24.5
2016,3,28,7,105.2,105.2,78.9,52.6,78.9,52.6,95,58,32,37.5,45.2,16.7,10.4,16,15.3,29.2
